marca,km,provincia,precio_usd,carroceria,antiguedad
Toyota,112000,Buenos Aires (A.M.B.A.),10967.74,Sedán,8
Toyota,7000,Ciudad Autónoma Buenos Aires,29000.0,Sedán,1
Zanella,40000,Buenos Aires (A.M.B.A.),13200.0,Camión,2
FIAT,20000,Ciudad Autónoma Buenos Aires,3225.81,Pickup,2
Peugeot,4000,Ciudad Autónoma Buenos Aires,7741.94,SUV,1
Mercedes,160000,Buenos Aires (A.M.B.A.),22500.0,Furgón,12
Chevrolet,60000,Córdoba,18580.65,SUV,2
Citroën,74000,Córdoba,14193.55,Sedán,6
Toyota,273000,Mendoza,15483.87,Pickup,13
Suzuki,158000,Buenos Aires (A.M.B.A.),7000.0,Hatchback,17
Volkswagen,13500,Ciudad Autónoma Buenos Aires,3225.81,SUV,2
Toyota,15300,Córdoba,30000.0,Sedán,1
Peugeot,71300,Mendoza,11806.45,Hatchback,9
Renault,110000,Mendoza,10322.58,Sedán,8
Toyota,18500,Córdoba,17500.0,Hatchback,8
Toyota,43353,Buenos Aires,26500.0,Sedán,4
Chevrolet,123000,Buenos Aires,9354.84,Hatchback,10
FIAT,32018,Córdoba,16129.03,Sedán,2
Dodge,132000,Ciudad Autónoma Buenos Aires,11900.0,SUV,13
Ford,158577,Córdoba,5483.87,Hatchback,16
FIAT,25000,Ciudad Autónoma Buenos Aires,5161.29,SUV,2
Volkswagen,35500,Ciudad Autónoma Buenos Aires,17500.0,Sedán,10
Jeep,91500,Buenos Aires,20000.0,SUV,7
Peugeot,73000,Ciudad Autónoma Buenos Aires,4516.13,Hatchback,7
Volkswagen,50000,Ciudad Autónoma Buenos Aires,1935.48,Hatchback,4
Volkswagen,125000,Buenos Aires,8516.13,Minivan,12
Renault,96411,Córdoba,12580.65,Hatchback,6
Suzuki,155000,Buenos Aires (A.M.B.A.),4193.55,Hatchback,18
Volkswagen,80000,Ciudad Autónoma Buenos Aires,17500.0,Hatchback,10
FIAT,245000,Santa Fe,8387.1,Wagon,12
Citroën,177544,Buenos Aires (A.M.B.A.),5300.0,Hatchback,17
Volkswagen,20000,Ciudad Autónoma Buenos Aires,2580.64,Hatchback,2
Renault,79700,Buenos Aires,9677.42,Sedán,8
BAIC,1,Ciudad Autónoma Buenos Aires,31000.0,SUV,0
Toyota,62300,Buenos Aires (A.M.B.A.),33500.0,Pickup,4
Ford,120000,Buenos Aires (A.M.B.A.),19806.45,Furgón,12
Peugeot,156300,Buenos Aires (A.M.B.A.),6680.0,Sedán,14
Ford,159800,Buenos Aires (A.M.B.A.),2903.23,Sedán,32
Ford,296000,Buenos Aires (A.M.B.A.),5900.0,SUV,16
RAM,45800,Buenos Aires (A.M.B.A.),59900.0,Pickup,2
Ford,26300,Ciudad Autónoma Buenos Aires,34129.03,SUV,1
Renault,107000,Córdoba,5483.87,Sedán,9
Ford,42000,Ciudad Autónoma Buenos Aires,11500.0,Hatchback,10
Volkswagen,90000,Buenos Aires (A.M.B.A.),11290.32,Hatchback,6
Citroën,278000,Mendoza,4193.55,Minivan,26
Toyota,138355,Buenos Aires (A.M.B.A.),7419.35,Sedán,11
Chevrolet,6000,Buenos Aires (A.M.B.A.),14000.0,Pickup,66
Chevrolet,152000,Ciudad Autónoma Buenos Aires,7677.42,Hatchback,11
Volkswagen,79000,Buenos Aires (A.M.B.A.),10322.58,Pickup,11
Toyota,105000,Ciudad Autónoma Buenos Aires,16129.03,Sedán,9
Nissan,135500,Buenos Aires,11200.0,Sedán,8
FIAT,17000,Ciudad Autónoma Buenos Aires,3225.81,SUV,2
Volkswagen,14500,Ciudad Autónoma Buenos Aires,3225.81,Hatchback,2
Volkswagen,12000,Ciudad Autónoma Buenos Aires,3225.81,Hatchback,2
Citroën,95000,Buenos Aires (A.M.B.A.),10903.23,SUV,9
Ford,114000,Buenos Aires (A.M.B.A.),10500.0,Hatchback,13
Ford,235000,Santa Fe,3032.26,Hatchback,29
Chevrolet,191000,Ciudad Autónoma Buenos Aires,4516.13,Hatchback,18
Renault,78253,Córdoba,20645.16,Pickup,4
Chevrolet,123559,Buenos Aires (A.M.B.A.),7290.32,Hatchback,13
Citroën,121000,Mendoza,9032.26,SUV,11
FIAT,20000,Ciudad Autónoma Buenos Aires,3870.97,Pickup,2
Renault,92500,Santa Fe,7677.42,Sedán,15
Citroën,200000,Buenos Aires,11612.9,Furgón,5
Peugeot,246000,Buenos Aires (A.M.B.A.),4516.13,Hatchback,20
FIAT,185000,Buenos Aires (A.M.B.A.),5806.45,Sedán,15
Volkswagen,19999,Ciudad Autónoma Buenos Aires,2580.64,SUV,2
Ford,2550,Ciudad Autónoma Buenos Aires,69000.0,Pickup,1
Volkswagen,195700,Buenos Aires,4838.71,SUV,18
Mercedes,90000,Mendoza,33500.0,Furgón,3
Volkswagen,153000,Neuquén,9677.42,Sedán,12
Jeep,98000,Buenos Aires (A.M.B.A.),18064.52,SUV,9
Volkswagen,20000,Ciudad Autónoma Buenos Aires,1935.48,SUV,2
Ford,150000,Buenos Aires (A.M.B.A.),16774.19,Sedán,10
Chevrolet,122000,Buenos Aires,14064.52,SUV,9
Chevrolet,119500,Córdoba,14000.0,SUV,8
Mitsubishi,260000,Tucumán,16129.03,Pickup,11
FIAT,140000,Ciudad Autónoma Buenos Aires,3225.81,Pickup,2
Toyota,16000,Buenos Aires,59000.0,SUV,1
Renault,135000,Buenos Aires (A.M.B.A.),7741.94,Furgón,9
Peugeot,15000,Ciudad Autónoma Buenos Aires,1935.48,Hatchback,2
Mercedes,21000,Ciudad Autónoma Buenos Aires,56000.0,SUV,1
FIAT,101000,Buenos Aires (A.M.B.A.),5806.45,Wagon,20
Volkswagen,66000,Salta,12258.06,Hatchback,7
Chevrolet,170000,Córdoba,13161.29,Sedán,4
Peugeot,41000,Buenos Aires,4193.55,Hatchback,5
Volkswagen,47200,Buenos Aires (A.M.B.A.),15500.0,Hatchback,2
FIAT,91000,Córdoba,16774.19,Pickup,5
FIAT,17500,Ciudad Autónoma Buenos Aires,2309.68,SUV,2
FIAT,22500,Ciudad Autónoma Buenos Aires,4516.13,SUV,2
Renault,92500,Mendoza,20193.55,Pickup,4
Toyota,368000,Mendoza,10645.16,Sedán,11
Nissan,124000,Buenos Aires,10645.16,Hatchback,8
Jeep,59000,Tucumán,12903.23,SUV,7
Peugeot,110000,Buenos Aires (A.M.B.A.),6064.52,Hatchback,16
Volkswagen,75500,Mendoza,12258.06,Hatchback,7
Ford,256000,Río Negro,5290.32,SUV,17
Toyota,36700,Salta,34193.55,Pickup,5
Volkswagen,30000,Ciudad Autónoma Buenos Aires,18000.0,Sedán,8
Citroën,149000,Ciudad Autónoma Buenos Aires,12251.61,SUV,7
Ford,52300,Tucumán,11612.9,Hatchback,6
Chevrolet,90000,Ciudad Autónoma Buenos Aires,7419.35,Hatchback,14
Chevrolet,138000,Buenos Aires,11290.32,Sedán,10
Ford,225000,Mendoza,3741.94,Hatchback,22
Citroën,80000,Buenos Aires (A.M.B.A.),11541.94,SUV,9
Honda,96000,Ciudad Autónoma Buenos Aires,18645.16,SUV,8
Peugeot,135000,Entre Ríos,8064.52,Hatchback,10
FIAT,44857,San Luis,21612.9,SUV,2
Volkswagen,210000,Buenos Aires (A.M.B.A.),17096.77,Pickup,13
Chevrolet,33000,Salta,20645.16,Hatchback,3
Renault,189000,Córdoba,12838.71,SUV,8
Volkswagen,23000,Ciudad Autónoma Buenos Aires,2258.06,Pickup,2
Ford,155000,Corrientes,6451.61,Hatchback,15
FIAT,89000,Córdoba,11548.39,Hatchback,8
Toyota,250000,Ciudad Autónoma Buenos Aires,4838.71,Sedán,28
Nissan,40000,Ciudad Autónoma Buenos Aires,24193.55,Pickup,5
Renault,75000,San Luis,11290.32,Hatchback,9
Volkswagen,86200,Mendoza,9354.84,Hatchback,10
Volkswagen,22500,Ciudad Autónoma Buenos Aires,4200.0,Pickup,2
KIA,163000,Ciudad Autónoma Buenos Aires,13500.0,SUV,13
Volkswagen,150000,Mendoza,9548.39,Sedán,10
Peugeot,166000,Buenos Aires (A.M.B.A.),4838.71,Hatchback,15
MINI,95000,Misiones,1290.32,Hatchback,22
FIAT,70000,Córdoba,1258.06,Sedán,4
Chevrolet,132000,Buenos Aires (A.M.B.A.),11290.32,Hatchback,6
Chevrolet,266000,Salta,16129.03,Pickup,8
Peugeot,17000,Ciudad Autónoma Buenos Aires,3225.81,SUV,2
Toyota,87000,Santa Fe,13870.97,Hatchback,4
FIAT,14500,Ciudad Autónoma Buenos Aires,3225.81,Pickup,2
FIAT,116000,Ciudad Autónoma Buenos Aires,10800.0,Hatchback,15
Citroën,80500,Santa Fe,12709.68,SUV,5
Citroën,140121,Buenos Aires (A.M.B.A.),10645.16,Hatchback,8
Chevrolet,100000,Corrientes,12387.1,Minivan,7
Volkswagen,175000,Buenos Aires (A.M.B.A.),17200.0,Pickup,11
Renault,73000,Buenos Aires (A.M.B.A.),13548.39,Furgón,5
Peugeot,38000,Ciudad Autónoma Buenos Aires,4645.16,Hatchback,5
Peugeot,1,Ciudad Autónoma Buenos Aires,31683.1,Furgón,0
Volkswagen,23500,Ciudad Autónoma Buenos Aires,3870.97,Pickup,2
Volkswagen,25000,Ciudad Autónoma Buenos Aires,2580.64,SUV,2
Toyota,360000,San Luis,20500.0,SUV,17
Ford,160000,Mendoza,9032.26,Hatchback,12
FIAT,23000,Buenos Aires (A.M.B.A.),16058.06,Hatchback,1
FIAT,138000,Córdoba,1064.52,Sedán,7
Chevrolet,230000,Mendoza,4000.0,Wagon,19
Peugeot,89000,Buenos Aires (A.M.B.A.),7225.81,Sedán,13
Ford,83500,Tucumán,10645.16,Hatchback,9
Citroën,108000,Buenos Aires (A.M.B.A.),9354.84,Hatchback,13
Renault,56000,Buenos Aires (A.M.B.A.),17741.94,SUV,5
Volkswagen,163000,Chaco,7096.77,Hatchback,16
Volkswagen,75000,Ciudad Autónoma Buenos Aires,3225.81,Hatchback,4
Volkswagen,15000,Ciudad Autónoma Buenos Aires,4516.13,Pickup,2
Toyota,138000,Ciudad Autónoma Buenos Aires,27500.0,SUV,7
Citroën,195000,Buenos Aires,9032.26,Sedán,9
Ford,170000,Buenos Aires (A.M.B.A.),8500.0,Hatchback,10
Peugeot,1,Ciudad Autónoma Buenos Aires,40455.48,SUV,0
FIAT,10800,Ciudad Autónoma Buenos Aires,15806.45,SUV,1
Honda,80000,Buenos Aires,23000.0,SUV,7
FIAT,20000,Ciudad Autónoma Buenos Aires,4516.13,SUV,2
Peugeot,15000,Ciudad Autónoma Buenos Aires,15483.87,Hatchback,3
Peugeot,15000,Ciudad Autónoma Buenos Aires,3870.97,SUV,2
Citroën,58000,Ciudad Autónoma Buenos Aires,8387.1,Minivan,14
Chevrolet,145000,Tucumán,6774.19,Hatchback,11
Chevrolet,58400,Córdoba,8387.1,Sedán,8
Chevrolet,155000,Córdoba,4516.13,Hatchback,13
Peugeot,88000,Ciudad Autónoma Buenos Aires,7096.77,Sedán,15
Nissan,44000,Entre Ríos,10645.16,Sedán,9
Peugeot,20000,Ciudad Autónoma Buenos Aires,3870.97,Furgón,2
Toyota,32000,Mendoza,15806.45,Sedán,3
Ford,34500,Mendoza,15800.0,Hatchback,10
Volkswagen,20000,Ciudad Autónoma Buenos Aires,4838.71,SUV,2
Chevrolet,97500,Ciudad Autónoma Buenos Aires,11548.39,SUV,10
Dodge,150000,Córdoba,9677.42,SUV,16
Citroën,14400,Ciudad Autónoma Buenos Aires,6500.0,Hatchback,1
Volkswagen,140000,Buenos Aires (A.M.B.A.),9806.45,Hatchback,11
FIAT,91100,Córdoba,8322.58,Sedán,10
Volkswagen,25600,Ciudad Autónoma Buenos Aires,1935.48,Hatchback,2
Ford,35000,Buenos Aires (A.M.B.A.),14000.0,Hatchback,6
Renault,93500,Córdoba,10419.36,SUV,11
Volkswagen,54000,Buenos Aires (A.M.B.A.),3800.0,Hatchback,17
Volkswagen,140000,Ciudad Autónoma Buenos Aires,5354.84,Hatchback,16
Volkswagen,20000,Ciudad Autónoma Buenos Aires,3225.81,SUV,2
Chevrolet,104000,Ciudad Autónoma Buenos Aires,6129.03,Sedán,16
Toyota,84691,Buenos Aires (A.M.B.A.),12580.65,Sedán,7
Ford,10600,Ciudad Autónoma Buenos Aires,29677.42,Pickup,1
Chevrolet,42500,Santa Fe,25806.45,SUV,2
Honda,300000,Mendoza,4193.55,Sedán,27
Citroën,129000,Santa Fe,9935.48,Sedán,8
Peugeot,22500,Ciudad Autónoma Buenos Aires,2580.64,Hatchback,2
Foton,4400,Córdoba,20645.16,Camión,1
MINI,49000,Ciudad Autónoma Buenos Aires,19500.0,SUV,13
Peugeot,18000,Ciudad Autónoma Buenos Aires,5161.29,SUV,2
Volkswagen,78000,Buenos Aires (A.M.B.A.),9500.0,Hatchback,11
Peugeot,17000,Ciudad Autónoma Buenos Aires,1935.48,Hatchback,2
Renault,150000,Buenos Aires (A.M.B.A.),13935.48,SUV,8
Toyota,67100,Entre Ríos,16774.19,Sedán,3
FIAT,33500,Ciudad Autónoma Buenos Aires,15483.87,Sedán,3
Citroën,153000,Buenos Aires (A.M.B.A.),8709.68,Hatchback,12
Chevrolet,166600,Santa Fe,10967.74,SUV,13
Peugeot,97000,Buenos Aires,14838.71,Hatchback,4
Mercedes,240000,Ciudad Autónoma Buenos Aires,28000.0,Minivan,11
FIAT,300000,Buenos Aires,2258.06,Clásico,33
Volkswagen,17500,Ciudad Autónoma Buenos Aires,3225.81,Hatchback,3
Chevrolet,250000,Mendoza,5483.87,Wagon,21
Ford,27000,Buenos Aires,16774.19,SUV,4
Peugeot,60000,Ciudad Autónoma Buenos Aires,11935.48,Hatchback,7
Ford,98000,Buenos Aires (A.M.B.A.),10645.16,SUV,12
BMW,82000,San Luis,39500.0,SUV,7
Volkswagen,45000,Ciudad Autónoma Buenos Aires,4516.13,Hatchback,3
Peugeot,17500,Ciudad Autónoma Buenos Aires,2903.23,Hatchback,2
Volkswagen,25000,Ciudad Autónoma Buenos Aires,4838.71,Pickup,2
Peugeot,64300,Entre Ríos,16129.03,Hatchback,4
FIAT,20000,Ciudad Autónoma Buenos Aires,3225.81,Furgón,2
Peugeot,64000,Ciudad Autónoma Buenos Aires,6903.23,Hatchback,5
Ford,129000,Buenos Aires,18709.68,Pickup,11
Peugeot,32000,Córdoba,7096.77,Hatchback,2
Volkswagen,17500,Ciudad Autónoma Buenos Aires,9677.42,Pickup,2
Audi,157000,Buenos Aires (A.M.B.A.),22000.0,Hatchback,6
FIAT,94000,Buenos Aires,23000.0,Pickup,3
Volkswagen,121200,Entre Ríos,19354.84,SUV,5
Peugeot,38750,Buenos Aires (A.M.B.A.),33500.0,SUV,6
FIAT,20000,Ciudad Autónoma Buenos Aires,1935.48,SUV,2
Toyota,111000,Ciudad Autónoma Buenos Aires,16800.0,Hatchback,8
Volkswagen,80000,Mendoza,14500.0,Hatchback,10
Renault,82000,Mendoza,10500.0,Hatchback,8
Citroën,200000,Santa Fe,4129.03,Minivan,21
Chery,113500,Santa Fe,5096.77,Hatchback,15
Renault,184000,Córdoba,8709.68,Sedán,9
Volkswagen,15000,Ciudad Autónoma Buenos Aires,3870.97,SUV,2
Peugeot,21000,Ciudad Autónoma Buenos Aires,2193.55,Hatchback,2
Audi,140000,Ciudad Autónoma Buenos Aires,44500.0,SUV,9
Nissan,120000,La Rioja,14838.71,Sedán,5
Renault,24000,Buenos Aires (A.M.B.A.),15806.45,SUV,2
Volkswagen,11500,Ciudad Autónoma Buenos Aires,1290.32,Hatchback,2
Ford,185000,Córdoba,4193.55,Hatchback,14
Nissan,145300,Córdoba,10451.61,Sedán,7
Toyota,43000,Ciudad Autónoma Buenos Aires,26900.0,SUV,4
Peugeot,114000,Ciudad Autónoma Buenos Aires,11900.0,Hatchback,10
Peugeot,15000,Ciudad Autónoma Buenos Aires,3870.97,Hatchback,2
Peugeot,62000,Ciudad Autónoma Buenos Aires,4838.71,Hatchback,7
Renault,30000,Santa Fe,20500.0,Furgón,2
Peugeot,55000,Ciudad Autónoma Buenos Aires,16129.03,Hatchback,7
Nissan,71500,Entre Ríos,21290.32,SUV,5
Ford,270000,Santa Fe,11290.32,Pickup,14
Renault,190000,Ciudad Autónoma Buenos Aires,7741.94,SUV,13
Renault,88000,Buenos Aires (A.M.B.A.),8709.68,Hatchback,11
Toyota,550000,Ciudad Autónoma Buenos Aires,17677.42,Hatchback,6
Volkswagen,13500,Ciudad Autónoma Buenos Aires,1935.48,Hatchback,2
Jeep,33400,Entre Ríos,17741.94,SUV,4
Peugeot,109000,Ciudad Autónoma Buenos Aires,6300.0,Hatchback,20
FIAT,146500,Córdoba,7677.42,Sedán,12
Renault,144000,Buenos Aires (A.M.B.A.),6900.0,SUV,17
Ford,71000,Córdoba,8064.52,Hatchback,10
Peugeot,76000,Córdoba,14193.55,Hatchback,5
Ford,40000,Misiones,33541.94,Pickup,2
Volkswagen,17500,Ciudad Autónoma Buenos Aires,1741.94,Hatchback,2
Volkswagen,33000,Ciudad Autónoma Buenos Aires,4516.13,Pickup,2
Peugeot,54000,Buenos Aires (A.M.B.A.),6000.0,Hatchback,16
Volkswagen,138000,Córdoba,7677.42,Hatchback,13
Volkswagen,14000,Ciudad Autónoma Buenos Aires,2258.06,Hatchback,2
Volkswagen,258000,Buenos Aires,13870.97,Pickup,10
Renault,147000,Santa Fe,7612.9,Hatchback,11
Peugeot,22000,Ciudad Autónoma Buenos Aires,4838.71,Hatchback,3
Nissan,94890,Buenos Aires (A.M.B.A.),13500.0,Hatchback,9
FIAT,22000,Ciudad Autónoma Buenos Aires,3225.81,SUV,2
Volkswagen,108000,Salta,9677.42,Hatchback,10
FIAT,167000,Córdoba,11548.39,Pickup,10
KIA,92614,Buenos Aires (A.M.B.A.),18000.0,Hatchback,5
Toyota,125000,Ciudad Autónoma Buenos Aires,23500.0,Sedán,5
Toyota,165000,Corrientes,30258.06,SUV,8
Chevrolet,180000,Buenos Aires,6129.03,Sedán,15
Volkswagen,20000,Ciudad Autónoma Buenos Aires,6451.61,Pickup,2
FIAT,58000,Neuquén,7419.35,Hatchback,10
Audi,203700,Entre Ríos,18700.0,Hatchback,13
Ford,170000,Córdoba,9870.97,Hatchback,10
Ford,100000,Buenos Aires,5483.87,Pickup,42
Peugeot,154357,Córdoba,9677.42,Cabriolet,9
Ford,120529,Buenos Aires (A.M.B.A.),12258.06,Hatchback,7
Volkswagen,145000,San Luis,9354.84,Hatchback,9
Chevrolet,64000,Córdoba,11290.32,Hatchback,8
Citroën,110000,Buenos Aires (A.M.B.A.),9548.39,Sedán,10
Ford,138000,Buenos Aires,12800.0,SUV,13
FIAT,15000,Ciudad Autónoma Buenos Aires,3225.81,SUV,2
Peugeot,38000,Ciudad Autónoma Buenos Aires,8064.52,SUV,5
Citroën,177000,Buenos Aires (A.M.B.A.),6000.0,Hatchback,13
Nissan,59000,Córdoba,16500.0,Sedán,7
Ford,57900,Buenos Aires,25161.29,SUV,3
Peugeot,38000,Ciudad Autónoma Buenos Aires,7096.77,Hatchback,5
Ford,181000,Buenos Aires (A.M.B.A.),7741.94,Sedán,14
Jeep,40000,Buenos Aires (A.M.B.A.),26451.61,SUV,3
Peugeot,180000,Ciudad Autónoma Buenos Aires,5000.0,Hatchback,23
Renault,80000,Mendoza,12483.87,Sedán,3
Ford,240000,Buenos Aires (A.M.B.A.),6774.19,Hatchback,14
Peugeot,58700,Ciudad Autónoma Buenos Aires,3870.97,Hatchback,7
FIAT,35000,Ciudad Autónoma Buenos Aires,5290.32,Sedán,5
Audi,131000,Ciudad Autónoma Buenos Aires,22900.0,Coupé,16
Volkswagen,40000,Ciudad Autónoma Buenos Aires,8064.52,Pickup,2
Ford,78000,Santa Fe,12258.06,Sedán,10
Peugeot,20000,Ciudad Autónoma Buenos Aires,1935.48,Hatchback,2
FIAT,50000,Ciudad Autónoma Buenos Aires,3225.81,Pickup,2
FIAT,40000,Ciudad Autónoma Buenos Aires,1935.48,Furgón,2
Ford,74850,Buenos Aires (A.M.B.A.),9612.9,Hatchback,9
Volkswagen,107000,Buenos Aires (A.M.B.A.),13548.39,Sedán,8
Volkswagen,18000,Ciudad Autónoma Buenos Aires,4516.13,Pickup,2
Ford,112000,Córdoba,8709.68,Hatchback,8
Renault,290000,Buenos Aires (A.M.B.A.),3548.39,Furgón,21
Ford,110000,Córdoba,12258.06,SUV,6
Jeep,116000,Buenos Aires,14709.68,SUV,8
Citroën,144203,Buenos Aires (A.M.B.A.),11290.32,Hatchback,10
Volkswagen,30000,Ciudad Autónoma Buenos Aires,4516.13,Hatchback,3
Volkswagen,17500,Ciudad Autónoma Buenos Aires,3225.81,Hatchback,2
FIAT,214000,Buenos Aires (A.M.B.A.),12580.65,Pickup,10
Volkswagen,118200,Buenos Aires,8258.06,Sedán,13
Ford,199000,Córdoba,9677.42,Pickup,12
Chevrolet,52000,Ciudad Autónoma Buenos Aires,8322.58,Hatchback,9
Peugeot,38000,Ciudad Autónoma Buenos Aires,5483.87,Hatchback,4
Citroën,289000,Buenos Aires (A.M.B.A.),27419.35,Furgón,8
Audi,63000,Tucumán,19290.32,Coupé,14
Chevrolet,159500,Buenos Aires,9677.42,Minivan,9
FIAT,138000,Córdoba,5741.94,Minivan,13
Ford,90000,Córdoba,17354.84,SUV,9
Peugeot,125000,Buenos Aires,12000.0,Cabriolet,10
FIAT,199000,Córdoba,6129.03,Hatchback,13
Ford,129200,Ciudad Autónoma Buenos Aires,9032.26,Hatchback,9
Renault,360000,Buenos Aires (A.M.B.A.),2580.65,Sedán,29
Ford,30000,Neuquén,10000.0,Hatchback,9
Renault,91000,Mendoza,11354.84,Sedán,3
Hyundai,202000,Córdoba,7032.26,SUV,19
Citroën,137000,Buenos Aires,7741.94,Hatchback,12
Ford,126600,Córdoba,9806.45,SUV,12
Volkswagen,20000,Ciudad Autónoma Buenos Aires,3225.81,Hatchback,2
Chevrolet,230000,Santa Fe,2580.65,Hatchback,23
Peugeot,143000,Mendoza,9225.81,Furgón,14
Peugeot,117000,Ciudad Autónoma Buenos Aires,7096.77,Sedán,14
Volkswagen,19200,Ciudad Autónoma Buenos Aires,1483.87,Hatchback,2
Ford,175000,Córdoba,4516.13,Hatchback,16
Chevrolet,86000,Córdoba,29677.42,Pickup,6
Peugeot,1,Ciudad Autónoma Buenos Aires,22322.58,Hatchback,0
Peugeot,28000,Ciudad Autónoma Buenos Aires,18064.52,Hatchback,3
Chevrolet,166000,Ciudad Autónoma Buenos Aires,8500.0,SUV,11
Volkswagen,1,Misiones,19258.06,Hatchback,0
Ford,176500,Santa Fe,11741.94,Sedán,10
Toyota,79000,Córdoba,27096.77,SUV,4
Ford,158700,Buenos Aires (A.M.B.A.),7096.77,SUV,18
Toyota,166000,Tucumán,14838.71,Hatchback,8
Volkswagen,15500,Ciudad Autónoma Buenos Aires,3225.81,Hatchback,2
Lifan,82000,Buenos Aires,19500.0,SUV,7
FIAT,102000,Buenos Aires,7677.42,Hatchback,13
JAC,87000,Ciudad Autónoma Buenos Aires,11000.0,SUV,7
Chevrolet,21000,Buenos Aires (A.M.B.A.),17741.94,Sedán,1
Nissan,47300,Entre Ríos,29354.84,Pickup,3
Toyota,32000,Santa Fe,16451.61,Sedán,6
FIAT,182000,Córdoba,5741.94,Hatchback,16
Citroën,119000,Córdoba,8322.58,Hatchback,9
Nissan,77000,Buenos Aires (A.M.B.A.),14516.13,SUV,7
Toyota,50500,Santa Fe,16774.19,Hatchback,4
FIAT,109000,Santa Fe,9354.84,Hatchback,12
FIAT,135000,Córdoba,7032.26,Hatchback,13
Peugeot,17000,Ciudad Autónoma Buenos Aires,25806.45,Hatchback,2
Chevrolet,108000,Mendoza,13225.81,Sedán,8
Peugeot,13500,Ciudad Autónoma Buenos Aires,3225.81,Hatchback,2
Dodge,159000,Córdoba,10903.23,SUV,14
Volkswagen,79677,San Luis,20000.0,SUV,5
Ford,180000,Buenos Aires (A.M.B.A.),9032.26,SUV,12
Volkswagen,18500,Ciudad Autónoma Buenos Aires,3225.81,Pickup,2
Citroën,143000,Buenos Aires (A.M.B.A.),4967.74,Hatchback,16
Chevrolet,140000,Ciudad Autónoma Buenos Aires,14193.55,SUV,8
Chevrolet,212242,Santa Fe,5806.45,Hatchback,18
Nissan,10000,Entre Ríos,18064.52,Sedán,2
Ford,90000,Buenos Aires (A.M.B.A.),11541.94,SUV,10
Renault,121000,Buenos Aires,11290.32,Sedán,9
Peugeot,155000,Neuquén,8709.68,Hatchback,11
Peugeot,200000,Ciudad Autónoma Buenos Aires,4516.13,Hatchback,2
FIAT,120000,Buenos Aires,9677.42,Furgón,9
Nissan,75400,Buenos Aires (A.M.B.A.),11290.32,Hatchback,9
FIAT,173000,Córdoba,7419.35,Hatchback,13
FIAT,72360,Córdoba,13870.97,Sedán,4
Renault,99800,Buenos Aires,15806.45,Pickup,5
FIAT,17500,Ciudad Autónoma Buenos Aires,2258.06,Furgón,2
Peugeot,49000,Córdoba,8967.74,Hatchback,9
Volkswagen,65000,Buenos Aires (A.M.B.A.),27900.0,SUV,3
Citroën,95000,Córdoba,9548.39,Hatchback,9
FIAT,200000,Buenos Aires (A.M.B.A.),8387.1,Wagon,11
Ford,142662,La Pampa,12903.23,Hatchback,11
Volkswagen,19000,Ciudad Autónoma Buenos Aires,1935.48,Hatchback,2
Peugeot,108000,Córdoba,10322.58,Hatchback,13
FIAT,17000,Ciudad Autónoma Buenos Aires,2258.06,SUV,2
Peugeot,158000,Buenos Aires,8387.1,SUV,10
Volkswagen,234000,Córdoba,5483.87,Hatchback,19
Renault,62400,Buenos Aires,13870.97,SUV,7
BMW,144000,Buenos Aires (A.M.B.A.),23500.0,SUV,9
Ford,162000,Buenos Aires,7096.77,Sedán,15
FIAT,135000,Córdoba,8322.58,Hatchback,12
Ford,50000,Buenos Aires,13000.0,Clásico,46
Volkswagen,20000,Ciudad Autónoma Buenos Aires,3225.81,SUV,2
Toyota,44000,Buenos Aires,28500.0,Sedán,2
Renault,88000,Ciudad Autónoma Buenos Aires,8967.74,Sedán,9
Ford,88000,Tucumán,20580.65,Pickup,5
Volkswagen,229000,Ciudad Autónoma Buenos Aires,16064.52,Pickup,6
Volkswagen,21899,Ciudad Autónoma Buenos Aires,3870.97,SUV,2
FIAT,103000,Ciudad Autónoma Buenos Aires,4900.0,Sedán,20
Peugeot,85000,Mendoza,7419.35,Hatchback,14
Renault,165000,Buenos Aires (A.M.B.A.),11290.32,SUV,8
Volkswagen,19500,Ciudad Autónoma Buenos Aires,5096.77,Pickup,2
Audi,113000,Ciudad Autónoma Buenos Aires,33000.0,Wagon,9
Renault,217140,Córdoba,5161.29,SUV,16
Renault,56000,Ciudad Autónoma Buenos Aires,8387.1,Hatchback,6
Honda,95800,Buenos Aires (A.M.B.A.),18500.0,SUV,8
Peugeot,11000,Córdoba,18064.52,Hatchback,1
Volkswagen,15000,Ciudad Autónoma Buenos Aires,2258.06,Hatchback,2
Citroën,1,Ciudad Autónoma Buenos Aires,18709.68,SUV,0
FIAT,18000,Ciudad Autónoma Buenos Aires,3225.81,SUV,2
Peugeot,85000,Buenos Aires (A.M.B.A.),9000.0,Hatchback,12
Volkswagen,69983,Mendoza,10000.0,Hatchback,9
Honda,83000,Buenos Aires (A.M.B.A.),21935.48,SUV,7
Peugeot,21000,Buenos Aires (A.M.B.A.),16500.0,Hatchback,3
Chevrolet,77000,Buenos Aires (A.M.B.A.),21000.0,Hatchback,4
Chevrolet,54000,Ciudad Autónoma Buenos Aires,9700.0,Hatchback,9
Toyota,123000,Ciudad Autónoma Buenos Aires,12200.0,Hatchback,8
Toyota,78000,Ciudad Autónoma Buenos Aires,20645.16,Sedán,4
Peugeot,17000,Ciudad Autónoma Buenos Aires,3870.97,Hatchback,2
