marca,km,provincia,precio_usd,carroceria,antiguedad
Ford,125000,Buenos Aires,6774.19,Hatchback,15
Chevrolet,72000,Entre Ríos,11612.9,Hatchback,7
Haval,125000,Mendoza,14838.71,SUV,8
Volkswagen,166000,Buenos Aires,16064.52,Pickup,14
Renault,150000,Córdoba,9032.26,SUV,13
Peugeot,107000,Buenos Aires (A.M.B.A.),3612.9,Furgón,10
Ford,170000,Salta,10967.74,Hatchback,9
FIAT,112000,Buenos Aires (A.M.B.A.),5677.42,Hatchback,13
FIAT,140000,Buenos Aires,10645.16,Sedán,9
Renault,149000,Ciudad Autónoma Buenos Aires,6258.06,Sedán,13
Peugeot,75000,Córdoba,10967.74,Hatchback,8
Peugeot,180000,Córdoba,7676.77,Hatchback,12
Volvo,180000,Buenos Aires,23225.81,SUV,10
Toyota,199500,Santa Fe,16129.03,Sedán,7
Ford,110000,Buenos Aires,12774.19,Hatchback,9
Renault,10,Neuquén,18645.16,Sedán,1
Audi,130000,Misiones,26625.0,Sedán,17
FIAT,49500,Santa Fe,14193.55,Sedán,4
Toyota,104000,Misiones,18535.48,Hatchback,3
Citroën,103000,Córdoba,14129.03,Minivan,8
FIAT,20000,Buenos Aires (A.M.B.A.),3229.16,Hatchback,1
Chevrolet,215000,Santa Fe,11612.9,SUV,10
Volkswagen,7000,Buenos Aires,38709.68,Pickup,2
Audi,110000,Córdoba,19000.0,SUV,13
Peugeot,125000,Buenos Aires,9354.84,Hatchback,10
FIAT,80000,Mendoza,5000.0,Clásico,32
DS,42000,Ciudad Autónoma Buenos Aires,36500.0,Hatchback,3
FIAT,133000,Córdoba,12903.23,Sedán,6
FIAT,20000,Buenos Aires (A.M.B.A.),3870.97,Sedán,1
Chevrolet,197000,Buenos Aires,5200.0,Hatchback,18
Peugeot,130000,Buenos Aires,8967.74,Furgón,11
Toyota,82200,Buenos Aires,27000.0,SUV,10
Chrysler,26817,Misiones,38500.0,Sedán,13
Volkswagen,150000,Mendoza,6000.0,Hatchback,14
Nissan,110000,Buenos Aires (A.M.B.A.),7741.94,Sedán,10
Chevrolet,166000,Ciudad Autónoma Buenos Aires,6200.0,Minivan,16
Ford,72000,Misiones,35477.42,Pickup,6
FIAT,75500,Mendoza,13806.45,Sedán,2
Renault,99000,Buenos Aires (A.M.B.A.),3419.35,Sedán,11
Renault,100000,Mendoza,1290.32,Clásico,51
Volkswagen,205000,Córdoba,7096.77,Minivan,13
Chevrolet,133000,Buenos Aires (A.M.B.A.),11500.0,Hatchback,8
Chevrolet,90000,Córdoba,4193.55,Hatchback,16
Ford,156000,Entre Ríos,9032.26,Hatchback,12
Ford,173001,Buenos Aires (A.M.B.A.),4709.68,Hatchback,19
Mercedes,16000,Ciudad Autónoma Buenos Aires,49200.0,Furgón,4
FIAT,96000,Buenos Aires,8387.1,Sedán,13
Chevrolet,108000,Ciudad Autónoma Buenos Aires,6774.19,Hatchback,13
Volkswagen,190000,Ciudad Autónoma Buenos Aires,15419.35,Hatchback,3
Ford,101700,Buenos Aires (A.M.B.A.),10645.16,SUV,9
FIAT,79000,Misiones,9025.81,Hatchback,11
Peugeot,75000,Ciudad Autónoma Buenos Aires,9548.39,Hatchback,8
Ford,83000,Buenos Aires (A.M.B.A.),18064.52,Pickup,11
Ford,123000,Jujuy,10500.0,Sedán,12
Renault,63000,Buenos Aires (A.M.B.A.),9500.0,Hatchback,8
Peugeot,100000,Mendoza,2903.23,Clásico,31
Peugeot,100492,Buenos Aires (A.M.B.A.),9032.26,Hatchback,10
Ford,70893,Córdoba,11696.77,Hatchback,6
Chevrolet,200000,Santa Fe,6451.61,Sedán,10
Ford,158000,Buenos Aires (A.M.B.A.),3870.97,Hatchback,19
Ford,210000,Ciudad Autónoma Buenos Aires,10500.0,SUV,10
Renault,140000,Santa Fe,10645.16,Hatchback,10
Citroën,160000,Ciudad Autónoma Buenos Aires,13500.0,Minivan,9
Peugeot,78500,Buenos Aires (A.M.B.A.),10129.03,SUV,9
Volkswagen,10500,Buenos Aires (A.M.B.A.),25612.9,SUV,2
FIAT,20000,Buenos Aires (A.M.B.A.),3581.94,Hatchback,1
Citroën,76000,Salta,10322.58,Hatchback,8
Toyota,190000,Tucumán,21935.48,Pickup,9
Peugeot,99553,Ciudad Autónoma Buenos Aires,13200.0,Hatchback,9
Ford,96000,Santa Fe,7741.94,Hatchback,13
Renault,99000,Misiones,7735.48,Hatchback,11
Ford,78131,Córdoba,11290.32,Hatchback,9
Chevrolet,21000,Córdoba,16129.03,Hatchback,8
Toyota,85000,Chaco,9677.42,Hatchback,12
Peugeot,98590,Ciudad Autónoma Buenos Aires,5806.45,Hatchback,7
Toyota,205000,Buenos Aires,9032.26,Sedán,10
Chevrolet,170000,Buenos Aires,7096.77,Hatchback,9
Renault,60000,Buenos Aires (A.M.B.A.),6451.61,Furgón,13
Ford,200000,Mendoza,5483.87,Hatchback,18
Renault,160000,Ciudad Autónoma Buenos Aires,6451.61,Hatchback,12
Chevrolet,138000,Ciudad Autónoma Buenos Aires,12903.23,SUV,7
FIAT,18500,Buenos Aires (A.M.B.A.),17419.35,Sedán,3
Chevrolet,70600,Buenos Aires,16500.0,SUV,9
Renault,103000,La Pampa,21290.32,Pickup,6
Audi,100000,Buenos Aires,34000.0,Hatchback,8
Chevrolet,77000,San Luis,11419.35,Sedán,6
Jeep,53000,Córdoba,21000.0,SUV,4
Geely,51000,Ciudad Autónoma Buenos Aires,25000.0,SUV,7
Chevrolet,200000,San Luis,5806.45,Hatchback,17
Chevrolet,156000,Tucumán,19354.84,Pickup,6
Peugeot,35000,Santa Fe,19354.84,SUV,3
FIAT,132500,Chaco,5483.87,Hatchback,14
Ford,130000,Buenos Aires,10967.74,SUV,11
Hyundai,102000,Buenos Aires,18000.0,SUV,9
Citroën,125000,Santa Fe,10193.55,SUV,7
Peugeot,226000,Ciudad Autónoma Buenos Aires,3870.97,Hatchback,18
FIAT,230000,Buenos Aires (A.M.B.A.),4516.13,Furgón,26
Peugeot,202000,Entre Ríos,5096.77,Hatchback,17
Ford,300000,Córdoba,2903.23,Hatchback,25
Ford,98000,Buenos Aires (A.M.B.A.),9800.0,Hatchback,11
Renault,174000,Mendoza,12580.65,Pickup,8
Mitsubishi,390000,Ciudad Autónoma Buenos Aires,3600.0,Sedán,29
FIAT,281500,Corrientes,5806.45,Wagon,11
Volkswagen,250000,Ciudad Autónoma Buenos Aires,5580.65,Minivan,12
Chevrolet,266000,Mendoza,5483.87,Hatchback,16
Toyota,124000,Córdoba,13900.0,Sedán,11
Audi,130000,Ciudad Autónoma Buenos Aires,14600.0,Hatchback,12
Peugeot,98590,Ciudad Autónoma Buenos Aires,5806.45,SUV,7
Chevrolet,151000,Buenos Aires (A.M.B.A.),10000.0,SUV,11
FIAT,95300,Río Negro,19354.84,Pickup,6
FIAT,82000,Córdoba,10967.74,Sedán,8
Toyota,97000,Río Negro,11935.48,Sedán,8
Peugeot,128000,Chubut,10000.0,Sedán,8
Mercedes,54900,Ciudad Autónoma Buenos Aires,36500.0,Sedán,8
Toyota,39000,Río Negro,17419.35,Sedán,3
Mitsubishi,148000,Ciudad Autónoma Buenos Aires,19900.0,SUV,10
Peugeot,120000,Buenos Aires,12258.06,SUV,8
FIAT,170000,Mendoza,6709.68,Wagon,16
Toyota,148000,Chaco,13870.97,Sedán,8
Honda,200600,Ciudad Autónoma Buenos Aires,8500.0,Sedán,19
Renault,450000,Buenos Aires (A.M.B.A.),2580.65,Furgón,30
FIAT,98000,Río Negro,10967.74,Hatchback,8
Toyota,7000,Buenos Aires,16645.16,Hatchback,3
BMW,185000,Mendoza,28000.0,SUV,16
Peugeot,94000,Buenos Aires (A.M.B.A.),13200.0,Hatchback,8
Chery,105000,Santa Fe,10709.68,SUV,8
Volkswagen,13500,Buenos Aires (A.M.B.A.),21096.77,SUV,3
Peugeot,47000,Buenos Aires (A.M.B.A.),15500.0,Hatchback,3
Volkswagen,93000,Córdoba,10645.16,Minivan,12
Chrysler,177270,Ciudad Autónoma Buenos Aires,8500.0,Sedán,26
Peugeot,22800,Ciudad Autónoma Buenos Aires,7741.94,Hatchback,4
Volkswagen,41000,Córdoba,39934.84,Pickup,2
FIAT,65300,Córdoba,9677.42,Hatchback,8
Renault,211000,Buenos Aires (A.M.B.A.),2322.58,Minivan,28
Chevrolet,131000,Tucumán,12580.65,Minivan,8
FIAT,113000,Córdoba,9612.26,Hatchback,13
Ford,140000,Santa Fe,12903.23,SUV,8
Volkswagen,79000,Ciudad Autónoma Buenos Aires,12000.0,Sedán,15
Peugeot,126000,Buenos Aires (A.M.B.A.),10322.58,SUV,9
Citroën,129000,Buenos Aires,7741.94,Minivan,13
FIAT,80000,Mendoza,9354.84,Hatchback,12
FIAT,1000,Buenos Aires,10000.0,Hatchback,64
Hyundai,63000,Ciudad Autónoma Buenos Aires,19500.0,SUV,13
Citroën,200000,Tucumán,5806.45,SUV,15
Renault,705,Córdoba,12903.23,Hatchback,1
Chevrolet,87000,Buenos Aires (A.M.B.A.),16000.0,Sedán,8
Chevrolet,165000,Tucumán,8967.74,Sedán,9
Citroën,95000,Buenos Aires (A.M.B.A.),8387.1,Sedán,10
Renault,171000,La Pampa,6451.61,Hatchback,12
FIAT,130000,Santa Fe,8064.52,Sedán,12
Volkswagen,35000,Córdoba,24000.0,Hatchback,8
Chevrolet,150000,Mendoza,6322.58,Sedán,10
Citroën,64000,Mendoza,10645.16,Hatchback,8
Ford,50000,Ciudad Autónoma Buenos Aires,14000.0,Sedán,11
Volkswagen,110000,Buenos Aires (A.M.B.A.),10800.0,Hatchback,12
Toyota,169000,Córdoba,10322.58,Hatchback,8
FIAT,42000,Ciudad Autónoma Buenos Aires,5161.29,Sedán,4
FIAT,190000,Córdoba,5161.29,Hatchback,16
FIAT,23000,Misiones,12903.23,Sedán,4
Chevrolet,155000,Buenos Aires (A.M.B.A.),12000.0,Sedán,13
Renault,99995,Río Negro,12580.65,SUV,8
Citroën,75000,Tucumán,15161.29,SUV,4
Ford,173665,Buenos Aires (A.M.B.A.),10900.0,Hatchback,9
Hyundai,223000,Chubut,12000.0,Minivan,19
Citroën,114000,Buenos Aires,8500.0,Hatchback,14
FIAT,210000,Buenos Aires (A.M.B.A.),6709.68,Hatchback,13
Volkswagen,132000,Neuquén,12903.23,Minivan,7
Ford,177000,Buenos Aires,22000.0,Pickup,10
Renault,102000,Buenos Aires,10000.0,Hatchback,9
Citroën,93000,Córdoba,8387.1,Hatchback,11
Toyota,156000,Buenos Aires (A.M.B.A.),7500.0,Sedán,19
Peugeot,47000,Ciudad Autónoma Buenos Aires,4193.55,Hatchback,6
FIAT,125000,Buenos Aires (A.M.B.A.),9354.84,Hatchback,11
Citroën,127000,Ciudad Autónoma Buenos Aires,7500.0,Hatchback,13
Volkswagen,195000,Corrientes,3548.39,SUV,26
Volkswagen,96000,Buenos Aires (A.M.B.A.),8300.0,Hatchback,13
Volkswagen,107000,Ciudad Autónoma Buenos Aires,11500.0,Sedán,14
Volkswagen,217000,Buenos Aires (A.M.B.A.),8500.0,Minivan,13
Chevrolet,155000,Buenos Aires,7500.0,Sedán,13
Peugeot,50000,Ciudad Autónoma Buenos Aires,4838.71,Hatchback,3
Peugeot,45000,Ciudad Autónoma Buenos Aires,6451.61,Hatchback,6
Volkswagen,147000,Buenos Aires (A.M.B.A.),11200.0,Sedán,16
Ford,318000,Córdoba,5161.29,SUV,14
FIAT,162000,Buenos Aires (A.M.B.A.),8709.68,Hatchback,9
Ford,268000,San Luis,17354.84,Pickup,12
Toyota,64000,Santa Fe,29000.0,Coupé,10
Chevrolet,100800,Córdoba,12258.06,SUV,8
Chevrolet,215000,Córdoba,5741.29,Sedán,16
Peugeot,45000,Ciudad Autónoma Buenos Aires,8625.81,Hatchback,4
Chery,110000,Buenos Aires (A.M.B.A.),9032.26,SUV,10
Volkswagen,165000,Entre Ríos,17000.0,Pickup,12
Chevrolet,107000,Córdoba,11934.84,Hatchback,8
Nissan,100000,Buenos Aires (A.M.B.A.),10774.19,Hatchback,10
Chevrolet,315400,Buenos Aires,5806.45,Hatchback,16
Volkswagen,18000,Mendoza,7096.77,Sedán,9
Volkswagen,181000,San Luis,11225.81,Hatchback,10
Volkswagen,50000,Buenos Aires (A.M.B.A.),23800.0,SUV,2
Volkswagen,90000,Buenos Aires (A.M.B.A.),11290.32,Hatchback,10
Citroën,104000,Córdoba,13870.97,SUV,4
Nissan,105000,Ciudad Autónoma Buenos Aires,16000.0,Sedán,4
Jeep,110000,Córdoba,19354.84,SUV,8
Citroën,140000,Ciudad Autónoma Buenos Aires,12000.0,Sedán,9
FIAT,260000,Mendoza,6451.61,Sedán,13
Chevrolet,77000,Ciudad Autónoma Buenos Aires,14129.03,Sedán,6
Volkswagen,150000,Buenos Aires (A.M.B.A.),6129.03,Minivan,15
Renault,165000,Jujuy,13000.0,SUV,10
Peugeot,95000,Buenos Aires (A.M.B.A.),7419.35,SUV,15
Nissan,91000,Ciudad Autónoma Buenos Aires,9161.29,Hatchback,8
Renault,32000,Buenos Aires (A.M.B.A.),22516.13,Pickup,5
Peugeot,60000,Ciudad Autónoma Buenos Aires,6451.61,Hatchback,8
Volkswagen,76000,Santa Fe,11935.48,Sedán,8
Honda,153000,Buenos Aires (A.M.B.A.),18000.0,SUV,10
Honda,130000,Buenos Aires,14000.0,Sedán,12
Toyota,77000,Ciudad Autónoma Buenos Aires,18000.0,Sedán,8
Renault,220000,San Juan,8064.52,Furgón,11
Peugeot,35000,Ciudad Autónoma Buenos Aires,4193.55,Hatchback,5
Chevrolet,12000,Ciudad Autónoma Buenos Aires,20967.74,SUV,3
Ford,107000,Entre Ríos,10500.0,Hatchback,11
Volkswagen,121000,Buenos Aires (A.M.B.A.),2580.65,Hatchback,11
Citroën,68000,Buenos Aires (A.M.B.A.),17800.0,SUV,4
Renault,235000,Córdoba,7676.77,Hatchback,13
Ford,35000,Ciudad Autónoma Buenos Aires,7419.35,Hatchback,13
Peugeot,80000,Ciudad Autónoma Buenos Aires,11500.0,Sedán,12
Peugeot,108000,Mendoza,10000.0,Sedán,9
Ford,79000,Corrientes,11483.87,SUV,10
Peugeot,122000,Ciudad Autónoma Buenos Aires,10064.52,SUV,10
Ford,205000,Santa Fe,9354.84,Sedán,10
Ford,156000,Buenos Aires,5612.9,Hatchback,13
Ford,165000,Córdoba,38000.0,Pickup,7
Volkswagen,157000,Neuquén,9032.26,Minivan,12
Ford,187000,Ciudad Autónoma Buenos Aires,15483.87,Pickup,9
Renault,120000,San Luis,8064.52,Hatchback,11
Ford,20000,Mendoza,15483.87,Hatchback,7
Volkswagen,260000,Mendoza,5483.87,Minivan,18
Toyota,88000,Santa Fe,11290.32,Hatchback,9
Volkswagen,82000,Córdoba,12500.0,Hatchback,7
Citroën,145000,Ciudad Autónoma Buenos Aires,6900.0,Minivan,13
Ford,170000,Santa Fe,9677.42,SUV,9
Peugeot,28000,Ciudad Autónoma Buenos Aires,6129.03,Hatchback,4
Volkswagen,67000,Buenos Aires (A.M.B.A.),12000.0,Hatchback,11
Volkswagen,204000,San Luis,16774.19,Pickup,13
BMW,61700,Buenos Aires (A.M.B.A.),26500.0,Sedán,13
Volkswagen,186000,Tucumán,13225.81,Pickup,11
Nissan,115000,Ciudad Autónoma Buenos Aires,10000.0,Sedán,8
Toyota,80000,Buenos Aires (A.M.B.A.),22580.65,SUV,5
BMW,150000,Buenos Aires (A.M.B.A.),24700.0,Sedán,8
Ford,119000,Buenos Aires,11935.48,Sedán,11
BMW,99000,Ciudad Autónoma Buenos Aires,38500.0,Sedán,5
Ford,58000,Corrientes,10967.74,Hatchback,10
Toyota,45000,Neuquén,29032.26,SUV,4
Peugeot,42000,Salta,14838.71,SUV,5
Toyota,200000,Mendoza,9612.9,Hatchback,11
Volkswagen,83000,Buenos Aires (A.M.B.A.),11900.0,Hatchback,9
Audi,94000,Ciudad Autónoma Buenos Aires,19900.0,SUV,13
Toyota,71600,Buenos Aires (A.M.B.A.),42000.0,SUV,5
BMW,197000,Buenos Aires (A.M.B.A.),25000.0,Sedán,16
FIAT,148000,Ciudad Autónoma Buenos Aires,3700.0,Hatchback,27
Volkswagen,78000,Entre Ríos,12903.23,Minivan,8
Peugeot,350000,Santa Fe,2258.06,Clásico,32
Citroën,143000,Buenos Aires (A.M.B.A.),6129.03,Minivan,13
Renault,3000,Buenos Aires (A.M.B.A.),17741.94,SUV,1
Peugeot,26000,Ciudad Autónoma Buenos Aires,4838.71,Hatchback,3
Volkswagen,102000,Buenos Aires (A.M.B.A.),6258.06,Minivan,19
Renault,315000,Buenos Aires (A.M.B.A.),7096.77,Furgón,9
Citroën,96000,Ciudad Autónoma Buenos Aires,5741.94,Hatchback,15
Ford,100000,Misiones,2580.65,Sedán,40
Peugeot,105000,Ciudad Autónoma Buenos Aires,10000.0,Hatchback,10
Renault,142000,Buenos Aires,10000.0,Sedán,12
Chevrolet,166000,Santa Fe,6000.0,Sedán,14
Chevrolet,156000,Córdoba,12580.65,SUV,9
Citroën,56000,Córdoba,11548.39,SUV,7
Chevrolet,40500,Buenos Aires (A.M.B.A.),15000.0,SUV,7
Chevrolet,153000,Córdoba,4387.1,Hatchback,20
Ford,540000,Buenos Aires (A.M.B.A.),3096.77,Hatchback,31
Renault,149000,Córdoba,5483.87,Hatchback,18
Chevrolet,210000,Ciudad Autónoma Buenos Aires,4774.19,Hatchback,17
Volkswagen,107000,Buenos Aires (A.M.B.A.),9031.61,Minivan,14
Citroën,156000,Buenos Aires (A.M.B.A.),14000.0,Minivan,8
RAM,18000,Ciudad Autónoma Buenos Aires,35483.87,Pickup,1
Volkswagen,250000,Mendoza,4387.1,Hatchback,27
Ford,500000,Catamarca,10967.74,Hatchback,10
FIAT,42300,Buenos Aires (A.M.B.A.),11741.94,Sedán,4
Volkswagen,181500,Ciudad Autónoma Buenos Aires,13548.39,SUV,13
Ford,477000,Buenos Aires (A.M.B.A.),15483.87,Pickup,32
Chevrolet,115000,Córdoba,11290.32,Minivan,8
Suzuki,112000,Ciudad Autónoma Buenos Aires,5741.94,Hatchback,16
Chevrolet,179000,Buenos Aires (A.M.B.A.),3096.77,Sedán,19
Peugeot,120000,Buenos Aires,11612.9,SUV,9
Ford,93000,Neuquén,14516.13,SUV,6
Chevrolet,120917,Córdoba,9032.26,Hatchback,10
Ford,147000,Neuquén,19354.84,Pickup,7
Honda,78400,Córdoba,20000.0,SUV,8
Chery,50000,Buenos Aires (A.M.B.A.),7677.42,Hatchback,9
Ford,95000,Ciudad Autónoma Buenos Aires,5806.45,Hatchback,13
Peugeot,30000,Córdoba,17096.77,Hatchback,3
Renault,110469,Buenos Aires (A.M.B.A.),3806.45,Hatchback,12
Volkswagen,17,Buenos Aires (A.M.B.A.),32000.0,SUV,1
Volkswagen,153000,Santiago del Estero,7096.77,Hatchback,13
Ford,250000,Ciudad Autónoma Buenos Aires,13900.0,Pickup,18
FIAT,143548,Buenos Aires (A.M.B.A.),8064.52,Hatchback,10
Renault,170200,Buenos Aires,5677.42,Hatchback,14
RAM,1500,Córdoba,38000.0,Pickup,1
Chevrolet,130000,Buenos Aires,10000.0,Hatchback,10
Toyota,100300,Buenos Aires (A.M.B.A.),4509.68,Hatchback,10
Peugeot,18600,Córdoba,11612.9,Hatchback,9
Peugeot,200000,Mendoza,6774.19,Hatchback,14
Renault,173000,Buenos Aires (A.M.B.A.),3548.39,Sedán,18
FIAT,7400,Ciudad Autónoma Buenos Aires,6258.06,Pickup,2
Volkswagen,107387,San Luis,28387.1,Pickup,3
Ford,140000,Buenos Aires (A.M.B.A.),8900.0,SUV,14
Jeep,74500,Buenos Aires (A.M.B.A.),16000.0,SUV,10
Audi,94000,Corrientes,32000.0,Sedán,9
Suzuki,198000,Buenos Aires,3354.84,Hatchback,20
Peugeot,93300,Ciudad Autónoma Buenos Aires,9677.42,Hatchback,7
Ford,141131,Buenos Aires (A.M.B.A.),11612.9,Hatchback,10
Renault,162000,Buenos Aires (A.M.B.A.),3806.45,Hatchback,20
Peugeot,53000,Ciudad Autónoma Buenos Aires,4193.55,Hatchback,7
Honda,85000,Buenos Aires (A.M.B.A.),25900.0,SUV,6
Chevrolet,217000,Mendoza,11612.9,Sedán,8
Ford,53000,Ciudad Autónoma Buenos Aires,24000.0,Pickup,9
Jeep,69970,Buenos Aires (A.M.B.A.),16000.0,SUV,7
Peugeot,153500,Buenos Aires (A.M.B.A.),4838.71,Hatchback,14
MINI,50000,Ciudad Autónoma Buenos Aires,39900.0,SUV,8
FIAT,50000,Ciudad Autónoma Buenos Aires,4516.13,Sedán,4
Renault,127000,Mendoza,11200.0,Sedán,12
FIAT,117000,Buenos Aires (A.M.B.A.),8322.58,Hatchback,8
Chery,135000,Buenos Aires (A.M.B.A.),8064.52,SUV,13
Ford,100000,San Juan,9000.0,Clásico,43
Audi,140000,Corrientes,12580.65,SUV,13
FIAT,285000,San Luis,3870.97,Minivan,20
FIAT,99300,Córdoba,8258.06,Hatchback,9
Nissan,200000,Tucumán,9677.42,Sedán,11
Mercedes,55000,Santa Fe,30000.0,SUV,9
Mercedes,152706,Mendoza,15500.0,Sedán,16
Toyota,109000,San Luis,14709.68,Hatchback,7
Volkswagen,132000,Corrientes,22516.13,SUV,8
Volkswagen,129000,Buenos Aires (A.M.B.A.),7900.0,Hatchback,14
FIAT,133000,Ciudad Autónoma Buenos Aires,9000.0,Wagon,13
Volkswagen,115000,Corrientes,15741.94,Hatchback,9
Chevrolet,190000,Córdoba,6129.03,Hatchback,16
Peugeot,62000,Buenos Aires (A.M.B.A.),4896.77,Hatchback,9
Ford,45000,Buenos Aires (A.M.B.A.),13548.39,Sedán,8
Peugeot,74000,Entre Ríos,10322.58,Hatchback,9
BMW,90000,Córdoba,47500.0,Coupé,46
Renault,92000,Corrientes,14387.1,SUV,8
Ford,100000,Ciudad Autónoma Buenos Aires,15000.0,Hatchback,13
Peugeot,75000,Ciudad Autónoma Buenos Aires,7870.97,Sedán,12
FIAT,92000,Ciudad Autónoma Buenos Aires,6700.0,Hatchback,19
Toyota,191000,Buenos Aires,2903.23,Pickup,18
Renault,92000,Ciudad Autónoma Buenos Aires,9000.0,SUV,13
Peugeot,165000,Ciudad Autónoma Buenos Aires,6300.0,Hatchback,20
Renault,66500,Buenos Aires (A.M.B.A.),21300.0,SUV,5
Citroën,43000,Chaco,11161.29,Hatchback,5
Ford,160000,Buenos Aires (A.M.B.A.),15000.0,Pickup,16
Volkswagen,200000,Buenos Aires (A.M.B.A.),8580.65,Sedán,15
Chevrolet,72000,Córdoba,7548.39,Sedán,13
Peugeot,83000,Ciudad Autónoma Buenos Aires,10645.16,SUV,7
Peugeot,270000,Buenos Aires (A.M.B.A.),8064.52,Furgón,14
Volkswagen,86000,Ciudad Autónoma Buenos Aires,7600.0,Hatchback,15
Mercedes,80000,Corrientes,39900.0,SUV,8
Renault,99000,Córdoba,12580.65,SUV,9
FIAT,189000,Buenos Aires,6709.68,Furgón,14
RAM,31000,Córdoba,31290.32,Pickup,2
Ford,99000,Corrientes,12838.71,SUV,8
Chevrolet,275000,Río Negro,6500.0,Sedán,13
Volkswagen,200000,Neuquén,2451.61,Hatchback,22
Jeep,69000,Buenos Aires,19000.0,SUV,5
Peugeot,75000,Ciudad Autónoma Buenos Aires,16900.0,Hatchback,6
Jeep,64000,Buenos Aires (A.M.B.A.),19500.0,SUV,7
Renault,115000,Neuquén,12903.23,SUV,7
Ford,151600,Tierra del Fuego,10967.74,Hatchback,8
Peugeot,110000,Mendoza,5806.45,Hatchback,16
Peugeot,170000,Ciudad Autónoma Buenos Aires,6000.0,Hatchback,19
Peugeot,160000,Neuquén,10645.16,Hatchback,8
Renault,138000,Buenos Aires (A.M.B.A.),11300.0,SUV,11
Chevrolet,85000,Buenos Aires (A.M.B.A.),9000.0,Hatchback,10
Volkswagen,264000,Mendoza,6451.61,Minivan,13
Renault,127000,Ciudad Autónoma Buenos Aires,9800.0,Hatchback,10
Chevrolet,125000,Buenos Aires (A.M.B.A.),9032.26,Hatchback,11
Ford,195000,Buenos Aires (A.M.B.A.),2258.06,Sedán,33
Toyota,63500,Santa Fe,16774.19,Sedán,7
Peugeot,117500,Ciudad Autónoma Buenos Aires,8064.52,Hatchback,13
Renault,43000,Buenos Aires (A.M.B.A.),10967.74,Sedán,5
Chevrolet,12000,Buenos Aires (A.M.B.A.),7000.0,Pickup,61
MINI,130000,Córdoba,37500.0,Hatchback,13
Chevrolet,158000,Ciudad Autónoma Buenos Aires,11800.0,Sedán,13
Ford,57000,Tucumán,12838.71,Sedán,8
Volkswagen,30000,Buenos Aires (A.M.B.A.),20612.9,SUV,4
Volkswagen,230000,Ciudad Autónoma Buenos Aires,9354.84,Minivan,14
Nissan,90000,Buenos Aires (A.M.B.A.),17900.0,SUV,9
Volkswagen,183500,Córdoba,20870.97,Pickup,6
Ford,189000,Buenos Aires,10322.58,SUV,10
Volkswagen,46000,San Luis,26500.0,Hatchback,8
Chevrolet,130000,Buenos Aires (A.M.B.A.),9025.81,Sedán,10
Peugeot,147000,Buenos Aires,4516.13,Sedán,16
Chevrolet,111000,Mendoza,6451.61,Hatchback,11
Ford,230000,San Luis,8709.68,Sedán,13
Volkswagen,157080,Misiones,4193.55,Pickup,30
Peugeot,9000,Ciudad Autónoma Buenos Aires,32000.0,SUV,3
Peugeot,600000,Ciudad Autónoma Buenos Aires,3870.97,Hatchback,6
Citroën,126000,Buenos Aires (A.M.B.A.),7600.0,Minivan,14
Ford,117000,Buenos Aires (A.M.B.A.),10322.58,SUV,12
FIAT,108000,Buenos Aires (A.M.B.A.),4316.13,Hatchback,12
Ford,131000,Buenos Aires (A.M.B.A.),10999.0,Sedán,12
Ford,130000,Buenos Aires,9200.0,Hatchback,15
Audi,1600,Córdoba,59000.0,Hatchback,1
Volkswagen,258000,Mendoza,4516.13,Hatchback,18
Ford,134800,Neuquén,11290.32,Hatchback,10
Jeep,60000,Córdoba,24838.71,SUV,4
Iveco,490000,Buenos Aires (A.M.B.A.),20645.16,Camión,11
Citroën,53200,Ciudad Autónoma Buenos Aires,14516.13,Sedán,9
FIAT,110000,Buenos Aires (A.M.B.A.),3993.55,Hatchback,14
Mercedes,75000,Buenos Aires (A.M.B.A.),26500.0,Hatchback,10
Ford,90100,Córdoba,9677.42,Hatchback,9
Mercedes,65000,Córdoba,17000.0,Sedán,18
Peugeot,82000,Buenos Aires,11612.9,Furgón,9
FIAT,147266,Buenos Aires (A.M.B.A.),13200.0,Pickup,9
Peugeot,112000,Misiones,10316.13,Hatchback,8
Jeep,26000,Ciudad Autónoma Buenos Aires,7741.94,SUV,4
BMW,180000,Buenos Aires (A.M.B.A.),13000.0,Sedán,16
Honda,223480,Buenos Aires (A.M.B.A.),18000.0,SUV,14
Peugeot,110000,Buenos Aires (A.M.B.A.),9000.0,Hatchback,12
Chevrolet,200000,Mendoza,7000.0,Sedán,14
Toyota,113000,Ciudad Autónoma Buenos Aires,20000.0,Sedán,7
Ford,320000,Ciudad Autónoma Buenos Aires,13548.39,Pickup,13
FIAT,19000,Buenos Aires (A.M.B.A.),12580.65,Sedán,5
Volkswagen,112000,Santa Fe,10322.58,Minivan,10
Volkswagen,80000,Ciudad Autónoma Buenos Aires,6200.0,Hatchback,13
Chery,97000,Tucumán,4516.13,Hatchback,15
Toyota,33000,Buenos Aires (A.M.B.A.),45700.0,Furgón,2
FIAT,53000,Córdoba,25000.0,Pickup,3
FIAT,144000,Córdoba,11290.32,Hatchback,10
Volkswagen,73000,Ciudad Autónoma Buenos Aires,21500.0,Hatchback,8
Peugeot,70000,Buenos Aires (A.M.B.A.),23900.0,SUV,6
Peugeot,250000,Buenos Aires (A.M.B.A.),4500.0,Clásico,52
