marca,modelo,anio,km,precio,moneda,ciudad,provincia
Audi,A5 Coupé,2015,107000,31500000.0,ARS,Posadas,Misiones
Peugeot,208,2020,75000,21000000.0,ARS,Agronomía,Ciudad Autónoma Buenos Aires
Peugeot,208,2018,46600,5500000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Chevrolet,Sonic,2012,173000,11000000.0,ARS,Córdoba,Córdoba
Nissan,Frontier,2023,75000,29800000.0,ARS,Tafi Viejo,Tucumán
Peugeot,3008,2020,36000,30990000.0,ARS,Posadas,Misiones
Ford,Bronco,2025,5700,48000.0,USD,Villa Allende,Córdoba
Renault,Logan,2014,135000,12500000.0,ARS,Posadas,Misiones
Ford,Ka,2011,125000,10500000.0,ARS,Junín,Buenos Aires
Chevrolet,Onix,2019,72000,18000000.0,ARS,Aldea Valle María,Entre Ríos
Haval,H2,2018,125000,23000000.0,ARS,Villa Nueva,Mendoza
Volkswagen,Amarok,2012,166000,24900000.0,ARS,Junín,Buenos Aires
Renault,Duster,2013,150000,14000000.0,ARS,La Calera,Córdoba
Peugeot,Partner,2016,107000,5600000.0,ARS,Ituzaingo,Buenos Aires (A.M.B.A.)
Ford,Focus,2017,170000,17000000.0,ARS,Salta,Salta
FIAT,Palio Fire,2013,112000,8800000.0,ARS,Lomas del Mirador,Buenos Aires (A.M.B.A.)
FIAT,Siena,2017,140000,16500000.0,ARS,Junín,Buenos Aires
Renault,Symbol,2013,149000,9700000.0,ARS,Boedo,Ciudad Autónoma Buenos Aires
Peugeot,208,2018,75000,17000000.0,ARS,Córdoba,Córdoba
Peugeot,207,2014,180000,11899000.0,ARS,Córdoba,Córdoba
Volvo,XC60,2016,180000,36000000.0,ARS,Junín,Buenos Aires
Toyota,Corolla,2019,199500,25000000.0,ARS,Capitán Bermúdez,Santa Fe
Ford,Focus,2017,110000,19800000.0,ARS,Carlos Casares,Buenos Aires
Renault,Logan,2025,10,28900000.0,ARS,Neuquén,Neuquén
Audi,A6,2009,130000,26625.0,USD,Posadas,Misiones
FIAT,Cronos,2022,49500,22000000.0,ARS,Capitán Bermúdez,Santa Fe
Toyota,Yaris,2023,104000,28730000.0,ARS,Posadas,Misiones
Citroën,C4 Picasso,2018,103000,21900000.0,ARS,Villa Allende,Córdoba
FIAT,Mobi,2025,20000,5005200.0,ARS,Garin,Buenos Aires (A.M.B.A.)
Chevrolet,Captiva,2016,215000,18000000.0,ARS,San Jose Del Rincon,Santa Fe
Volkswagen,Amarok,2024,7000,60000000.0,ARS,Bahía Blanca,Buenos Aires
Audi,Q3,2013,110000,19000.0,USD,Villa Carlos Paz,Córdoba
Peugeot,207 Compact,2016,125000,14500000.0,ARS,Junín,Buenos Aires
FIAT,147,1994,80000,5000.0,USD,El Challao,Mendoza
DS,4,2023,42000,36500.0,USD,Agronomía,Ciudad Autónoma Buenos Aires
FIAT,Cronos,2020,133000,20000000.0,ARS,Córdoba,Córdoba
FIAT,Cronos,2025,20000,6000000.0,ARS,Garin,Buenos Aires (A.M.B.A.)
Chevrolet,Corsa,2008,197000,5200.0,USD,Mar del Plata,Buenos Aires
Peugeot,Partner,2015,130000,13900000.0,ARS,Ayacucho,Buenos Aires
Toyota,RAV4,2016,82200,27000.0,USD,La Plata,Buenos Aires
Chrysler,300,2013,26817,38500.0,USD,Posadas,Misiones
Volkswagen,Gol,2012,150000,9300000.0,ARS,Godoy Cruz,Mendoza
Nissan,Versa,2016,110000,12000000.0,ARS,San Martin,Buenos Aires (A.M.B.A.)
Chevrolet,Meriva,2010,166000,6200.0,USD,Belgrano,Ciudad Autónoma Buenos Aires
Ford,Ranger,2020,72000,54990000.0,ARS,Posadas,Misiones
FIAT,Cronos,2024,75500,21400000.0,ARS,Maipu,Mendoza
Renault,Fluence,2015,99000,5300000.0,ARS,Ituzaingo,Buenos Aires (A.M.B.A.)
Renault,4,1975,100000,2000000.0,ARS,Guaymallén,Mendoza
Volkswagen,Suran,2013,205000,11000000.0,ARS,Mendiolaza,Córdoba
Chevrolet,Onix Joy,2018,133000,11500.0,USD,Avellaneda,Buenos Aires (A.M.B.A.)
Chevrolet,Corsa,2010,90000,6500000.0,ARS,Villa Maria,Córdoba
Ford,Fiesta Kinetic,2014,156000,14000000.0,ARS,Gualeguaychú,Entre Ríos
Ford,Fiesta Max,2007,173001,7300000.0,ARS,San Justo,Buenos Aires (A.M.B.A.)
Mercedes,Sprinter,2022,16000,49200.0,USD,Barracas,Ciudad Autónoma Buenos Aires
FIAT,Siena,2013,96000,13000000.0,ARS,City Bell,Buenos Aires
Chevrolet,Sonic,2013,108000,10500000.0,ARS,Parque Chacabuco,Ciudad Autónoma Buenos Aires
Volkswagen,Polo 5P,2023,190000,23900000.0,ARS,Villa Urquiza,Ciudad Autónoma Buenos Aires
Ford,EcoSport,2017,101700,16500000.0,ARS,Berazategui Oeste,Buenos Aires (A.M.B.A.)
FIAT,Punto,2015,79000,13990000.0,ARS,Posadas,Misiones
Peugeot,208,2018,75000,14800000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Ford,Ranger,2015,83000,28000000.0,ARS,Avellaneda,Buenos Aires (A.M.B.A.)
Ford,Fiesta Kinetic Sedán,2014,123000,10500.0,USD,San Salvador de Jujuy,Jujuy
Renault,Kwid,2018,63000,9500.0,USD,Ituzaingo,Buenos Aires (A.M.B.A.)
Peugeot,504,1995,100000,4500000.0,ARS,Guaymallén,Mendoza
Toyota,Corolla Cross,2025,100,41200.0,USD,Agronomía,Ciudad Autónoma Buenos Aires
Peugeot,208,2016,100492,14000000.0,ARS,Escobar,Buenos Aires (A.M.B.A.)
Ford,Ka,2020,70893,18130000.0,ARS,Córdoba,Córdoba
Chevrolet,Classic,2016,200000,10000000.0,ARS,Rosario,Santa Fe
Ford,Ka,2007,158000,6000000.0,ARS,Moron,Buenos Aires (A.M.B.A.)
Ford,EcoSport,2016,210000,10500.0,USD,Almagro,Ciudad Autónoma Buenos Aires
Renault,Sandero,2016,140000,16500000.0,ARS,Rosario,Santa Fe
Citroën,Berlingo Multispace,2017,160000,13500.0,USD,Monte Castro,Ciudad Autónoma Buenos Aires
Peugeot,2008,2017,78500,15700000.0,ARS,San Martin,Buenos Aires (A.M.B.A.)
Volkswagen,Taos,2024,10500,39700000.0,ARS,Boulogne Sur Mer,Buenos Aires (A.M.B.A.)
FIAT,Mobi,2025,20000,5552000.0,ARS,José C. Paz,Buenos Aires (A.M.B.A.)
Citroën,C3,2018,76000,16000000.0,ARS,Salta,Salta
Toyota,Hilux,2017,190000,34000000.0,ARS,Yerba Buena - Marcos Paz,Tucumán
Peugeot,308,2017,99553,13200.0,USD,Agronomía,Ciudad Autónoma Buenos Aires
Ford,Ka,2013,96000,12000000.0,ARS,Empalme Villa Constitución,Santa Fe
Renault,Clio,2015,99000,11990000.0,ARS,Posadas,Misiones
Ford,Focus,2017,78131,17500000.0,ARS,Córdoba,Córdoba
Chevrolet,Cruze 5,2018,21000,25000000.0,ARS,Córdoba,Córdoba
Toyota,Etios Hatchback,2014,85000,15000000.0,ARS,Resistencia,Chaco
Peugeot,208,2019,98590,9000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Toyota,Etios Sedán,2016,205000,14000000.0,ARS,Bahía Blanca,Buenos Aires
Chevrolet,Onix Joy,2017,170000,11000000.0,ARS,Bahía Blanca,Buenos Aires
Renault,Kangoo Express,2013,60000,10000000.0,ARS,San Martin,Buenos Aires (A.M.B.A.)
Ford,Fiesta Max,2008,200000,8500000.0,ARS,Lujan de Cuyo,Mendoza
Renault,Clio Mío,2014,160000,10000000.0,ARS,Villa Urquiza,Ciudad Autónoma Buenos Aires
Chevrolet,Tracker,2019,138000,20000000.0,ARS,San Nicolás,Ciudad Autónoma Buenos Aires
FIAT,Cronos,2023,18500,27000000.0,ARS,Ramos Mejia,Buenos Aires (A.M.B.A.)
Chevrolet,Tracker,2017,70600,16500.0,USD,Berisso,Buenos Aires
Renault,Alaskan,2020,103000,33000000.0,ARS,General Pico,La Pampa
Audi,A5 Sportback,2018,100000,34000.0,USD,Mar del Plata,Buenos Aires
Chevrolet,Onix Plus,2020,77000,17700000.0,ARS,Villa Mercedes,San Luis
Jeep,Renegade,2022,53000,21000.0,USD,Córdoba,Córdoba
Geely,Emgrand X7 Sport,2019,51000,25000.0,USD,Nuñez,Ciudad Autónoma Buenos Aires
Chevrolet,Corsa Classic,2009,200000,9000000.0,ARS,Villa Mercedes,San Luis
Chevrolet,S 10,2020,156000,30000000.0,ARS,Yerba Buena - Marcos Paz,Tucumán
Peugeot,2008,2023,35000,30000000.0,ARS,Angélica,Santa Fe
FIAT,Palio Fire,2012,132500,8500000.0,ARS,Fontana,Chaco
Ford,EcoSport,2015,130000,17000000.0,ARS,La Plata,Buenos Aires
Hyundai,Creta,2017,102000,18000.0,USD,Manuel B. Gonnet,Buenos Aires
Citroën,C3 Aircross,2019,125000,15800000.0,ARS,Rosario,Santa Fe
Peugeot,206,2008,226000,6000000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
FIAT,Ducato,2000,230000,7000000.0,ARS,Avellaneda,Buenos Aires (A.M.B.A.)
Peugeot,207 Compact,2009,202000,7900000.0,ARS,Parana,Entre Ríos
Ford,Fiesta,2001,300000,4500000.0,ARS,Alta Gracia,Córdoba
Ford,Fiesta Kinetic,2015,98000,9800.0,USD,Martinez,Buenos Aires (A.M.B.A.)
Renault,Duster Oroch,2018,174000,19500000.0,ARS,Guaymallén,Mendoza
Mitsubishi,Lancer,1997,390000,3600.0,USD,Caballito,Ciudad Autónoma Buenos Aires
FIAT,Palio Weekend,2015,281500,9000000.0,ARS,Curuzu Cuatia,Corrientes
Volkswagen,Suran,2014,250000,8650000.0,ARS,Villa Crespo,Ciudad Autónoma Buenos Aires
Chevrolet,Astra,2010,266000,8500000.0,ARS,Tupungato,Mendoza
Toyota,Corolla,2015,124000,13900.0,USD,San Francisco,Córdoba
Audi,A1 Sportback,2014,130000,14600.0,USD,Nuñez,Ciudad Autónoma Buenos Aires
Peugeot,2008,2019,98590,9000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Chevrolet,Tracker,2015,151000,15500000.0,ARS,Quilmes Oeste,Buenos Aires (A.M.B.A.)
FIAT,Toro,2020,95300,30000000.0,ARS,Cipolletti,Río Negro
FIAT,Cronos,2018,82000,17000000.0,ARS,Córdoba,Córdoba
Toyota,Etios Sedán,2018,97000,18500000.0,ARS,Cipolletti,Río Negro
Peugeot,301,2018,128000,10000.0,USD,Comodoro Rivadavia,Chubut
Mercedes,Clase C Sedán,2018,54900,36500.0,USD,Caballito,Ciudad Autónoma Buenos Aires
Toyota,Yaris Sedán,2023,39000,27000000.0,ARS,Cipolletti,Río Negro
Mitsubishi,Outlander,2016,148000,19900.0,USD,Agronomía,Ciudad Autónoma Buenos Aires
Peugeot,2008,2018,120000,19000000.0,ARS,Zárate,Buenos Aires
FIAT,Palio Weekend,2010,170000,10400000.0,ARS,Guaymallén,Mendoza
Toyota,Corolla,2018,148000,21500000.0,ARS,Machagai,Chaco
Honda,Accord,2007,200600,8500.0,USD,Agronomía,Ciudad Autónoma Buenos Aires
Renault,Trafic,1996,450000,4000000.0,ARS,Avellaneda,Buenos Aires (A.M.B.A.)
FIAT,Argo,2018,98000,17000000.0,ARS,General Fernández Oro,Río Negro
Toyota,Etios Hatchback,2023,7000,25800000.0,ARS,Zárate,Buenos Aires
BMW,X5,2010,185000,28000.0,USD,1a. Seccion,Mendoza
Peugeot,208,2018,94000,13200.0,USD,Victoria,Buenos Aires (A.M.B.A.)
Chery,Tiggo 2,2018,105000,16600000.0,ARS,Santa Fe,Santa Fe
Volkswagen,Nivus,2023,13500,32700000.0,ARS,Boulogne Sur Mer,Buenos Aires (A.M.B.A.)
Peugeot,208,2023,47000,15500.0,USD,Lanus,Buenos Aires (A.M.B.A.)
Volkswagen,Suran,2014,93000,16500000.0,ARS,Córdoba,Córdoba
Chrysler,300,2000,177270,8500.0,USD,Villa Lugano,Ciudad Autónoma Buenos Aires
Peugeot,208,2022,22800,12000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Amarok,2024,41000,61899000.0,ARS,Córdoba,Córdoba
FIAT,Mobi,2018,65300,15000000.0,ARS,Córdoba,Córdoba
Renault,Scénic,1998,211000,3600000.0,ARS,Villa Bosch,Buenos Aires (A.M.B.A.)
Chevrolet,Spin,2018,131000,19500000.0,ARS,Yerba Buena - Marcos Paz,Tucumán
FIAT,Bravo,2013,113000,14899000.0,ARS,Córdoba,Córdoba
Ford,EcoSport,2018,140000,20000000.0,ARS,Rosario,Santa Fe
Volkswagen,Passat,2011,79000,12000.0,USD,Retiro,Ciudad Autónoma Buenos Aires
Peugeot,2008,2017,126000,16000000.0,ARS,Martinez,Buenos Aires (A.M.B.A.)
Citroën,C3 Picasso,2013,129000,12000000.0,ARS,Batán,Buenos Aires
FIAT,Palio,2014,80000,14500000.0,ARS,Godoy Cruz,Mendoza
FIAT,600,1962,1000,10000.0,USD,Campana,Buenos Aires
Hyundai,Tucson,2013,63000,19500.0,USD,Nuñez,Ciudad Autónoma Buenos Aires
Citroën,C3 Aircross,2011,200000,9000000.0,ARS,Colombres,Tucumán
Renault,Kwid,2025,705,20000000.0,ARS,La Calera,Córdoba
Chevrolet,Cruze,2018,87000,16000.0,USD,San Martin,Buenos Aires (A.M.B.A.)
Chevrolet,Prisma Joy,2017,165000,13900000.0,ARS,San Miguel de Tucumán,Tucumán
Citroën,C4 Lounge,2016,95000,13000000.0,ARS,Sarandí,Buenos Aires (A.M.B.A.)
Renault,Clio Mío,2014,171000,10000000.0,ARS,Santa Rosa,La Pampa
FIAT,Grand Siena,2014,130000,12500000.0,ARS,Rosario,Santa Fe
Volkswagen,Golf,2018,35000,24000.0,USD,Córdoba,Córdoba
Chevrolet,Classic,2016,150000,9800000.0,ARS,Godoy Cruz,Mendoza
Citroën,C3,2018,64000,16500000.0,ARS,Godoy Cruz,Mendoza
Ford,Focus Sedán,2015,50000,14000.0,USD,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Fox,2014,110000,10800.0,USD,Lanus,Buenos Aires (A.M.B.A.)
Toyota,Etios Hatchback,2018,169000,16000000.0,ARS,Villa Allende,Córdoba
FIAT,Cronos,2022,42000,8000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
FIAT,Palio,2010,190000,8000000.0,ARS,Córdoba,Córdoba
FIAT,Cronos,2022,23000,20000000.0,ARS,Puerto Iguazú,Misiones
Chevrolet,Cruze,2013,155000,12000.0,USD,San Miguel,Buenos Aires (A.M.B.A.)
Renault,Duster,2018,99995,19500000.0,ARS,Cipolletti,Río Negro
Citroën,C4 Cactus,2022,75000,23500000.0,ARS,San Miguel de Tucumán,Tucumán
Ford,Fiesta,2017,173665,10900.0,USD,Escobar,Buenos Aires (A.M.B.A.)
Hyundai,H1,2007,223000,12000.0,USD,Trelew,Chubut
Citroën,DS3,2012,114000,8500.0,USD,Lincoln,Buenos Aires
FIAT,Punto,2013,210000,10400000.0,ARS,Benavidez,Buenos Aires (A.M.B.A.)
Volkswagen,Suran,2019,132000,20000000.0,ARS,Neuquén,Neuquén
Ford,Ranger,2016,177000,22000.0,USD,Pila,Buenos Aires
Renault,Clio,2017,102000,10000.0,USD,Pinamar,Buenos Aires
Citroën,C3,2015,93000,13000000.0,ARS,Córdoba,Córdoba
Toyota,Corolla,2007,156000,7500.0,USD,Tigre,Buenos Aires (A.M.B.A.)
Peugeot,208,2020,47000,6500000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
FIAT,Punto,2015,125000,14500000.0,ARS,Lomas De Zamora,Buenos Aires (A.M.B.A.)
Citroën,C4,2013,127000,7500.0,USD,Mataderos,Ciudad Autónoma Buenos Aires
Volkswagen,Gol Country,2000,195000,5500000.0,ARS,Corrientes,Corrientes
Volkswagen,Gol,2013,96000,8300.0,USD,Pilar,Buenos Aires (A.M.B.A.)
Volkswagen,Passat,2012,107000,11500.0,USD,Balvanera,Ciudad Autónoma Buenos Aires
Volkswagen,Suran,2013,217000,8500.0,USD,Pilar,Buenos Aires (A.M.B.A.)
Chevrolet,Aveo,2013,155000,7500.0,USD,Tandil,Buenos Aires
Peugeot,208,2023,50000,7500000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Peugeot,208,2020,45000,10000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Passat,2010,147000,11200.0,USD,Pilar,Buenos Aires (A.M.B.A.)
Ford,EcoSport,2012,318000,8000000.0,ARS,Córdoba,Córdoba
FIAT,Palio,2017,162000,13500000.0,ARS,Lomas De Zamora,Buenos Aires (A.M.B.A.)
Ford,Ranger,2014,268000,26900000.0,ARS,Villa Mercedes,San Luis
Toyota,86,2016,64000,29000.0,USD,Villa Constitución,Santa Fe
Chevrolet,Tracker,2018,100800,19000000.0,ARS,Sampacho,Córdoba
Chevrolet,Aveo,2010,215000,8899000.0,ARS,Córdoba,Córdoba
Peugeot,208,2022,45000,13370000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Chery,Tiggo 3,2016,110000,14000000.0,ARS,Florencio Varela,Buenos Aires (A.M.B.A.)
Volkswagen,Amarok,2014,165000,17000.0,USD,San José,Entre Ríos
Chevrolet,Onix,2018,107000,18499000.0,ARS,Córdoba,Córdoba
Nissan,Note,2016,100000,16700000.0,ARS,Bella Vista,Buenos Aires (A.M.B.A.)
Chevrolet,Astra,2010,315400,9000000.0,ARS,Jáuregui,Buenos Aires
Volkswagen,Voyage,2017,18000,11000000.0,ARS,Lujan de Cuyo,Mendoza
Volkswagen,Polo,2016,181000,17400000.0,ARS,Villa Mercedes,San Luis
Volkswagen,Taos,2024,50000,36890000.0,ARS,La Tablada,Buenos Aires (A.M.B.A.)
Volkswagen,Fox,2016,90000,17500000.0,ARS,La Tablada,Buenos Aires (A.M.B.A.)
Citroën,C4 Cactus,2022,104000,21500000.0,ARS,Córdoba,Córdoba
Nissan,Versa,2022,105000,16000.0,USD,Puerto Madero,Ciudad Autónoma Buenos Aires
Jeep,Compass,2018,110000,30000000.0,ARS,Córdoba,Córdoba
Citroën,C-Elysée,2017,140000,12000.0,USD,Recoleta,Ciudad Autónoma Buenos Aires
FIAT,Grand Siena,2013,260000,10000000.0,ARS,La Colonia,Mendoza
Chevrolet,Onix Plus,2020,77000,21900000.0,ARS,Agronomía,Ciudad Autónoma Buenos Aires
Volkswagen,Suran,2011,150000,9500000.0,ARS,Hurlingham,Buenos Aires (A.M.B.A.)
Renault,Duster,2016,165000,13000.0,USD,Tilcara,Jujuy
Peugeot,3008,2011,95000,11500000.0,ARS,San Andres,Buenos Aires (A.M.B.A.)
Chevrolet,Corsa Classic,2009,200,7000000.0,ARS,La Plata,Buenos Aires
Nissan,March,2018,91000,14200000.0,ARS,Agronomía,Ciudad Autónoma Buenos Aires
Renault,Alaskan,2021,32000,34900000.0,ARS,La Tablada,Buenos Aires (A.M.B.A.)
Peugeot,208,2018,60000,10000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Voyage,2018,76000,18500000.0,ARS,Casilda,Santa Fe
Honda,HR-V,2016,153000,18000.0,USD,Pilar,Buenos Aires (A.M.B.A.)
Honda,Civic,2014,130000,14000.0,USD,Bahía Blanca,Buenos Aires
Toyota,Corolla,2018,77000,18000.0,USD,Villa Urquiza,Ciudad Autónoma Buenos Aires
Renault,Kangoo,2015,220000,12500000.0,ARS,San Juan,San Juan
Peugeot,208,2021,35000,6500000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Chevrolet,Tracker,2023,12000,32500000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Ford,Fiesta Kinetic,2015,107000,10500.0,USD,Parana,Entre Ríos
Volkswagen,Gol Trend,2015,121000,4000000.0,ARS,Ituzaingo,Buenos Aires (A.M.B.A.)
Citroën,C4 Cactus,2022,68000,17800.0,USD,General Pacheco,Buenos Aires (A.M.B.A.)
Renault,Sandero,2013,235000,11899000.0,ARS,Córdoba,Córdoba
Ford,Ka,2013,35000,11500000.0,ARS,Palermo,Ciudad Autónoma Buenos Aires
Peugeot,408,2014,80000,11500.0,USD,Agronomía,Ciudad Autónoma Buenos Aires
Peugeot,408,2017,108000,10000.0,USD,Mendoza,Mendoza
Ford,EcoSport,2016,79000,17800000.0,ARS,Corrientes,Corrientes
Peugeot,2008,2016,122000,15600000.0,ARS,San Cristóbal,Ciudad Autónoma Buenos Aires
Ford,Focus Sedán,2016,205000,14500000.0,ARS,Santa Fe,Santa Fe
Ford,Ka,2013,156000,8700000.0,ARS,San Nicolás de los Arroyos,Buenos Aires
Ford,Ranger Raptor,2019,165000,38000.0,USD,Villa Carlos Paz,Córdoba
Volkswagen,Suran,2014,157000,14000000.0,ARS,Neuquén,Neuquén
Ford,Ranger,2017,187000,24000000.0,ARS,Mataderos,Ciudad Autónoma Buenos Aires
Renault,Clio,2015,120000,12500000.0,ARS,San Luis,San Luis
Ford,Ka,2019,20000,24000000.0,ARS,San Rafael,Mendoza
Volkswagen,Suran,2008,260000,8500000.0,ARS,Villa Nueva,Mendoza
Toyota,Etios Hatchback,2017,88000,17500000.0,ARS,Rosario,Santa Fe
Volkswagen,Gol Trend,2019,82000,12500.0,USD,San Francisco,Córdoba
Citroën,C3 Picasso,2013,145000,6900.0,USD,Villa Crespo,Ciudad Autónoma Buenos Aires
Ford,EcoSport,2017,170000,15000000.0,ARS,Rosario,Santa Fe
Peugeot,208,2022,28000,9500000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,up!,2015,67000,12000.0,USD,Bella Vista,Buenos Aires (A.M.B.A.)
Volkswagen,Amarok,2013,204000,26000000.0,ARS,Villa Mercedes,San Luis
BMW,Serie 3 Sedán,2013,61700,26500.0,USD,Haedo,Buenos Aires (A.M.B.A.)
Volkswagen,Amarok,2015,186000,20500000.0,ARS,Yerba Buena - Marcos Paz,Tucumán
Nissan,Versa,2018,115000,10000.0,USD,Floresta,Ciudad Autónoma Buenos Aires
Toyota,Corolla Cross Hybrid,2021,80000,35000000.0,ARS,Tigre,Buenos Aires (A.M.B.A.)
BMW,M3 Sedán,2018,150000,24700.0,USD,Ituzaingo,Buenos Aires (A.M.B.A.)
Ford,Mondeo,2015,119000,18500000.0,ARS,La Plata,Buenos Aires
BMW,Serie 3 Sedán,2021,99000,38500.0,USD,Barracas,Ciudad Autónoma Buenos Aires
Ford,Focus,2016,58000,17000000.0,ARS,Corrientes,Corrientes
Toyota,Corolla Cross,2022,45000,45000000.0,ARS,Neuquén,Neuquén
Peugeot,2008,2021,42000,23000000.0,ARS,Joaquín V. González,Salta
Toyota,Etios Hatchback,2015,200000,14900000.0,ARS,Guaymallén,Mendoza
Volkswagen,Fox,2017,83000,11900.0,USD,Burzaco,Buenos Aires (A.M.B.A.)
Audi,Q5,2013,94000,19900.0,USD,Barracas,Ciudad Autónoma Buenos Aires
Toyota,RAV4,2021,71600,42000.0,USD,Escobar,Buenos Aires (A.M.B.A.)
BMW,Serie 3 Sedán,2010,197000,25000.0,USD,Don Torcuato,Buenos Aires (A.M.B.A.)
FIAT,Uno,1999,148000,3700.0,USD,Balvanera,Ciudad Autónoma Buenos Aires
Volkswagen,Suran,2018,78000,20000000.0,ARS,Parana,Entre Ríos
Peugeot,405,1994,350000,3500000.0,ARS,Santa Fe,Santa Fe
Citroën,C3 Picasso,2013,143000,9500000.0,ARS,San Miguel,Buenos Aires (A.M.B.A.)
Renault,Stepway,2025,3000,27500000.0,ARS,Avellaneda,Buenos Aires (A.M.B.A.)
Peugeot,208,2023,26000,7500000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Suran,2007,102000,9700000.0,ARS,Merlo,Buenos Aires (A.M.B.A.)
Renault,Kangoo Express,2017,315000,11000000.0,ARS,Benavidez,Buenos Aires (A.M.B.A.)
Citroën,C3,2011,96000,8900000.0,ARS,Villa Devoto,Ciudad Autónoma Buenos Aires
Ford,Sierra,1986,100000,4000000.0,ARS,Posadas,Misiones
Peugeot,208,2016,105000,10000.0,USD,Recoleta,Ciudad Autónoma Buenos Aires
Renault,Fluence,2014,142000,10000.0,USD,La Plata,Buenos Aires
Chevrolet,Sonic Sedán,2012,166000,9300000.0,ARS,Santa Fe,Santa Fe
Chevrolet,Tracker,2017,156000,19500000.0,ARS,Villa Carlos Paz,Córdoba
Citroën,C3 Aircross,2019,56000,17900000.0,ARS,Córdoba,Córdoba
Chevrolet,Tracker,2019,40500,15000.0,USD,Moron,Buenos Aires (A.M.B.A.)
Chevrolet,Astra,2006,153000,6800000.0,ARS,Villa General Belgrano,Córdoba
Ford,Fiesta,1995,540000,4800000.0,ARS,San Miguel,Buenos Aires (A.M.B.A.)
Renault,Clio,2008,149000,8500000.0,ARS,San Francisco,Córdoba
Chevrolet,Corsa,2009,210000,7400000.0,ARS,San Telmo,Ciudad Autónoma Buenos Aires
Volkswagen,Suran,2012,107000,13999000.0,ARS,Del Viso,Buenos Aires (A.M.B.A.)
Citroën,Berlingo Multispace,2018,156000,14000.0,USD,Pilar,Buenos Aires (A.M.B.A.)
RAM,Rampage,2025,18000,55000000.0,ARS,Parque Patricios,Ciudad Autónoma Buenos Aires
Volkswagen,Gol,1999,250000,6800000.0,ARS,Maipu,Mendoza
Ford,Ka,2016,500000,17000000.0,ARS,San Fernando Del Valle De Catamarca,Catamarca
FIAT,Cronos,2022,42300,18200000.0,ARS,Olivos,Buenos Aires (A.M.B.A.)
Volkswagen,Tiguan,2013,181500,21000000.0,ARS,Villa Crespo,Ciudad Autónoma Buenos Aires
Ford,F-150,1994,477000,24000000.0,ARS,Avellaneda,Buenos Aires (A.M.B.A.)
Chevrolet,Spin,2018,115000,17500000.0,ARS,Río Ceballos,Córdoba
Suzuki,Fun,2010,112000,8900000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Chevrolet,Vectra,2007,179000,4800000.0,ARS,Gregorio de Laferrere,Buenos Aires (A.M.B.A.)
Peugeot,2008,2017,120000,18000000.0,ARS,Bahía Blanca,Buenos Aires
Ford,EcoSport,2020,93000,22500000.0,ARS,Neuquén,Neuquén
Chevrolet,Agile,2016,120917,14000000.0,ARS,Córdoba,Córdoba
Ford,Ranger,2019,147000,30000000.0,ARS,Plottier,Neuquén
Honda,HR-V,2018,78400,20000.0,USD,Córdoba,Córdoba
Chery,QQ,2017,50000,11900000.0,ARS,Wilde,Buenos Aires (A.M.B.A.)
Ford,Fiesta One,2013,95000,9000000.0,ARS,Barracas,Ciudad Autónoma Buenos Aires
Peugeot,208,2023,30000,26500000.0,ARS,Córdoba,Córdoba
Renault,Clio Mío,2014,110469,5900000.0,ARS,Ituzaingo,Buenos Aires (A.M.B.A.)
Volkswagen,T-Cross,2025,17,32000.0,USD,Ramos Mejia,Buenos Aires (A.M.B.A.)
Volkswagen,Gol,2013,153000,11000000.0,ARS,Frías,Santiago del Estero
Ford,Ranger,2008,250000,13900.0,USD,Almagro,Ciudad Autónoma Buenos Aires
FIAT,Palio,2016,143548,12500000.0,ARS,Escobar,Buenos Aires (A.M.B.A.)
Renault,Clio,2012,170200,8800000.0,ARS,Bahía Blanca,Buenos Aires
RAM,Rampage,2025,1500,38000.0,USD,Freyre,Córdoba
Chevrolet,Sonic,2016,130000,10000.0,USD,San Andrés de Giles,Buenos Aires
Toyota,Etios Hatchback,2016,100300,6990000.0,ARS,Ituzaingo,Buenos Aires (A.M.B.A.)
Peugeot,208,2017,18600,18000000.0,ARS,Córdoba,Córdoba
Peugeot,207 Compact,2012,200000,10500000.0,ARS,Maipu,Mendoza
Ford,Ranger,2017,250,26000000.0,ARS,San Jose Del Rincon,Santa Fe
