marca,modelo,anio,km,precio,moneda,ciudad,provincia
FIAT,Fiorino,2007,200000,7800000.0,ARS,Ayacucho,Buenos Aires
Renault,Duster,2014,178000,15000000.0,ARS,Rosario,Santa Fe
Toyota,Corolla Hybrid,2022,65600,36800000.0,ARS,Villa Crespo,Ciudad Autónoma Buenos Aires
Toyota,SW4,2016,278000,32000.0,USD,Tigre,Buenos Aires (A.M.B.A.)
Renault,Clio,2013,135000,9500008.0,ARS,Santo Tome,Santa Fe
Volkswagen,Amarok,2015,95000,16200.0,USD,Liniers,Ciudad Autónoma Buenos Aires
FIAT,Fiorino,2015,180000,10000.0,USD,Monte Grande,Buenos Aires (A.M.B.A.)
Chevrolet,Cruze,2015,135000,14500000.0,ARS,Vicente Lopez,Buenos Aires (A.M.B.A.)
Volkswagen,Gol Trend,2010,170000,9500000.0,ARS,San Luis,San Luis
Toyota,Hilux,2015,342000,33000000.0,ARS,Ayacucho,Buenos Aires
Renault,Duster,2021,126000,22500000.0,ARS,General Campos,Entre Ríos
Subaru,Outback,2010,260000,17000.0,USD,Hurlingham,Buenos Aires (A.M.B.A.)
Citroën,C4 Cactus,2022,49000,25573000.0,ARS,El Cazador,Buenos Aires (A.M.B.A.)
DS,3,2018,48000,14000.0,USD,Nuñez,Ciudad Autónoma Buenos Aires
Citroën,C-Elysée,2018,200000,11500000.0,ARS,Belgrano,Ciudad Autónoma Buenos Aires
Peugeot,308,2015,110000,13500000.0,ARS,Villa Del Parque,Ciudad Autónoma Buenos Aires
Chevrolet,Captiva,2017,180000,17500.0,USD,Rosario,Santa Fe
Nissan,X-Trail,2013,215000,11500.0,USD,Capitán Bermúdez,Santa Fe
FIAT,Punto,2013,141000,10500000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Ford,Ka,2012,96400,9000000.0,ARS,Córdoba,Córdoba
Volkswagen,Amarok,2024,23000,6999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Chevrolet,Tracker,2019,120000,19500000.0,ARS,Cañada de Gomez,Santa Fe
Volkswagen,Polo 5P,2024,18000,3499999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Citroën,C3,2016,115000,11900000.0,ARS,Córdoba,Córdoba
Nissan,Frontier,2021,46000,40000000.0,ARS,Neuquén,Neuquén
Chevrolet,Classic,2012,146,8900.0,USD,Monte Grande,Buenos Aires (A.M.B.A.)
Citroën,C4 MHEV,2026,2050,53500000.0,ARS,El Cazador,Buenos Aires (A.M.B.A.)
Citroën,Berlingo Furgón,2016,217000,14900000.0,ARS,Urdinarrain,Entre Ríos
FIAT,Siena,2014,114906,14000000.0,ARS,Junín,Buenos Aires
Volkswagen,Suran,2015,95000,16500000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
FIAT,Punto,2014,132000,13900000.0,ARS,Yerba Buena - Marcos Paz,Tucumán
FIAT,Ducato,2019,230000,33000000.0,ARS,Córdoba,Córdoba
Renault,Duster,2016,159000,18000000.0,ARS,Lujan de Cuyo,Mendoza
Peugeot,208,2024,22000,16000.0,USD,Caballito,Ciudad Autónoma Buenos Aires
Toyota,SW4,2006,380000,23000000.0,ARS,Necochea,Buenos Aires
Peugeot,308,2014,124000,10600.0,USD,Barracas,Ciudad Autónoma Buenos Aires
Volkswagen,Gol Trend,2019,25000,17000000.0,ARS,Mar del Plata,Buenos Aires
Renault,Kwid,2018,61000,13500000.0,ARS,La Tablada,Buenos Aires (A.M.B.A.)
Ford,Focus Exe,2013,174000,11000000.0,ARS,Las Heras,Mendoza
Ford,Focus,2007,266000,7500000.0,ARS,Godoy Cruz,Mendoza
Renault,Fluence,2017,118000,15900000.0,ARS,Yerba Buena - Marcos Paz,Tucumán
Volkswagen,Gol Trend,2012,170000,11000000.0,ARS,Villa Lugano,Ciudad Autónoma Buenos Aires
Toyota,Hilux,2016,260000,27000.0,USD,Tigre,Buenos Aires (A.M.B.A.)
Jeep,Renegade,2017,180000,21500000.0,ARS,Córdoba,Córdoba
Volkswagen,Gol Trend,2021,110000,12000.0,USD,San Cristóbal,Ciudad Autónoma Buenos Aires
Renault,Arkana E-Tech Hybrid,2025,2370,44000000.0,ARS,Córdoba,Córdoba
Peugeot,208,2024,3000,13000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Gol,2007,103000,8500000.0,ARS,Rosario,Santa Fe
Ford,Ka,2019,99000,16300000.0,ARS,Santa Fe,Santa Fe
Renault,Captur,2018,64500,21000000.0,ARS,Mar del Plata,Buenos Aires
Ford,Ka,2012,137000,6900000.0,ARS,Vicente Lopez,Buenos Aires (A.M.B.A.)
FIAT,Fiorino,2025,10,26600000.0,ARS,General Pacheco,Buenos Aires (A.M.B.A.)
Ford,Focus,2018,55000,8000.0,USD,Hurlingham,Buenos Aires (A.M.B.A.)
FIAT,500,2015,120000,16000000.0,ARS,Córdoba,Córdoba
Mitsubishi,Outlander,2017,95125,11800000.0,ARS,Yerba Buena - Marcos Paz,Tucumán
Ford,EcoSport,2007,191000,8500000.0,ARS,Parana,Entre Ríos
Peugeot,208,2023,6850,26643000.0,ARS,El Cazador,Buenos Aires (A.M.B.A.)
Peugeot,2008,2021,110300,22000000.0,ARS,Parana,Entre Ríos
Audi,A1,2013,131000,12900.0,USD,Puerto Madero,Ciudad Autónoma Buenos Aires
Toyota,Etios Sedán,2018,157000,16500000.0,ARS,Escobar,Buenos Aires (A.M.B.A.)
Citroën,C4 Lounge,2018,179000,16400000.0,ARS,Boedo,Ciudad Autónoma Buenos Aires
Chevrolet,Classic,2008,200,5000000.0,ARS,Caseros,Buenos Aires (A.M.B.A.)
Renault,Clio Mío,2016,100000,12500000.0,ARS,Godoy Cruz,Mendoza
FIAT,Cronos,2026,100,29900000.0,ARS,Tigre,Buenos Aires (A.M.B.A.)
Volkswagen,Suran,2014,86000,12500000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Renault,Kangoo,2024,31000,28500000.0,ARS,San Telmo,Ciudad Autónoma Buenos Aires
Renault,Duster Oroch,2020,141000,21500000.0,ARS,San Francisco,Córdoba
Peugeot,208,2022,83800,22000000.0,ARS,Campana,Buenos Aires
FIAT,Toro,2024,15000,5000000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Audi,A3 Sportback,2007,170100,11000.0,USD,Gualeguaychú,Entre Ríos
Volkswagen,Taos,2024,22500,6999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Ford,EcoSport,2019,95000,21000000.0,ARS,Toay,La Pampa
Peugeot,208,2025,20000,8000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Toyota,SW4,2008,290000,25000000.0,ARS,Salta,Salta
Nissan,Versa,2021,480000,19900000.0,ARS,Córdoba,Córdoba
Honda,City,2011,170000,12500000.0,ARS,Lanus,Buenos Aires (A.M.B.A.)
Renault,Captur,2018,143000,21500000.0,ARS,Ensenada,Buenos Aires
FIAT,Strada,2025,10000,29500000.0,ARS,La Plata,Buenos Aires
Volkswagen,up!,2019,300,12000000.0,ARS,Hurlingham,Buenos Aires (A.M.B.A.)
Jeep,Compass,2024,17000,31000.0,USD,Córdoba,Córdoba
Ford,Fiesta Kinetic,2018,46000,18900000.0,ARS,Wilde,Buenos Aires (A.M.B.A.)
Ford,Focus,2011,199000,12000000.0,ARS,Córdoba,Córdoba
Toyota,RAV4,2020,84000,40000.0,USD,La Pala,Buenos Aires
Chevrolet,S 10,2011,209000,13300.0,USD,Villa la Angostura,Neuquén
Volkswagen,Polo 5P,2024,17000,4999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Citroën,C4 Grand Picasso,2018,82000,22200000.0,ARS,Puerto Madero,Ciudad Autónoma Buenos Aires
Toyota,Etios Hatchback,2018,115000,14000.0,USD,El Pedregal,Mendoza
Peugeot,Expert,2019,109000,28000.0,USD,Villa Pueyrredón,Ciudad Autónoma Buenos Aires
Volkswagen,Tiguan,2021,55000,37000000.0,ARS,Pilar,Buenos Aires (A.M.B.A.)
Peugeot,208,2017,87000,16500000.0,ARS,Jesús María,Córdoba
Renault,Kangoo,2014,84001,12900000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Ford,Ka,2018,74000,13500.0,USD,Corrientes,Corrientes
FIAT,Siena,2014,184000,13000000.0,ARS,Lujan de Cuyo,Mendoza
Toyota,SW4,2018,138000,35800.0,USD,Villa Adelina,Buenos Aires (A.M.B.A.)
Chevrolet,Tracker,2023,31500,29500000.0,ARS,Posadas,Misiones
Renault,Stepway,2024,28300,26000000.0,ARS,Bahía Blanca,Buenos Aires
Peugeot,208,2019,100000,19900000.0,ARS,Puerto Madero,Ciudad Autónoma Buenos Aires
Toyota,Etios Sedán,2021,91000,24000000.0,ARS,Maipu,Mendoza
Toyota,Hilux,2025,162200,22000.0,USD,City Bell,Buenos Aires
Chevrolet,Astra,2005,275000,8900000.0,ARS,Vicente Lopez,Buenos Aires (A.M.B.A.)
Chevrolet,Onix,2026,6500,36500000.0,ARS,Santa Fe,Santa Fe
Peugeot,208,2024,17000,8000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Vento,2016,152000,22500000.0,ARS,Pehuajó,Buenos Aires
Volkswagen,Gol,2010,150,8300000.0,ARS,Posadas,Misiones
Citroën,C3 Picasso,2013,250000,12000000.0,ARS,San Miguel de Tucumán,Tucumán
Toyota,Hilux,2014,48000,28000.0,USD,Santa Rosa,La Pampa
Renault,Duster,2018,115100,21000000.0,ARS,Parana,Entre Ríos
FIAT,Pulse,2022,107000,23000000.0,ARS,Escobar,Buenos Aires (A.M.B.A.)
Volkswagen,Vento,2018,181000,22500000.0,ARS,Viedma,Río Negro
Ford,Ranger,2023,33000,40000000.0,ARS,Boca,Ciudad Autónoma Buenos Aires
Volkswagen,Voyage,2012,205000,11900000.0,ARS,Ayacucho,Buenos Aires
Citroën,C4 Lounge,2016,86000,15500000.0,ARS,Ituzaingo,Buenos Aires (A.M.B.A.)
Chevrolet,Cruze,2021,100000,22900000.0,ARS,Córdoba,Córdoba
Peugeot,208,2021,33000,7000000.0,ARS,Belgrano,Ciudad Autónoma Buenos Aires
Citroën,C4,2013,139500,12800000.0,ARS,Florida,Buenos Aires (A.M.B.A.)
Jeep,Compass,2018,120500,23500000.0,ARS,Córdoba,Córdoba
Jeep,Compass,2023,52800,30000.0,USD,Rosario,Santa Fe
Ford,Focus,2017,126299,14500.0,USD,Escobar,Buenos Aires (A.M.B.A.)
Volkswagen,Taos,2024,14500,8000000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Citroën,C3,2017,45000,15000000.0,ARS,San Miguel de Tucumán,Tucumán
Renault,Logan,2017,126000,11200000.0,ARS,Neuquén,Neuquén
Volkswagen,Fox,2017,40000,16000.0,USD,Villa Lugano,Ciudad Autónoma Buenos Aires
Ford,Focus,2019,600000,13900.0,USD,Villa Urquiza,Ciudad Autónoma Buenos Aires
Volkswagen,Passat Variant,2007,180000,9000.0,USD,Haedo,Buenos Aires (A.M.B.A.)
Ford,Ranger,2017,138100,25800000.0,ARS,Córdoba,Córdoba
Chrysler,300,2014,110000,22000.0,USD,Recoleta,Ciudad Autónoma Buenos Aires
Nissan,Kicks,2018,72000,23700000.0,ARS,Alta Gracia,Córdoba
Volkswagen,Golf,2021,62567,20500000.0,ARS,Escobar,Buenos Aires (A.M.B.A.)
Agrale,Marruá,2023,60000,54750.0,USD,El Calafate,Santa Cruz
Peugeot,207 Compact,2011,148000,8500000.0,ARS,Cipolletti,Río Negro
Toyota,Corolla,2017,79000,16900.0,USD,San Andres,Buenos Aires (A.M.B.A.)
Chevrolet,Classic,2013,186000,10000000.0,ARS,Dorrego,Mendoza
Peugeot,207 Compact,2010,160000,8000000.0,ARS,Villa Lugano,Ciudad Autónoma Buenos Aires
Renault,Sandero,2019,49000,19000000.0,ARS,Firmat,Santa Fe
Volkswagen,Polo 5P,2020,65000,22000000.0,ARS,La Plata,Buenos Aires
Chevrolet,Agile,2016,104000,12000000.0,ARS,Resistencia,Chaco
Ford,Ranger,2005,465000,13000000.0,ARS,Monserrat,Ciudad Autónoma Buenos Aires
Peugeot,308 CC,2017,114000,15500000.0,ARS,Salta,Salta
Chevrolet,Spin Activ,2019,68000,23500000.0,ARS,Rosario,Santa Fe
Renault,Clio Mío,2015,82700,12000000.0,ARS,Tanti,Córdoba
Ford,Ka Freestyle,2021,57000,20000000.0,ARS,Bahía Blanca,Buenos Aires
Chevrolet,Aveo,2012,30000,8300.0,USD,Lomas De Zamora,Buenos Aires (A.M.B.A.)
FIAT,Punto,2014,231000,9500000.0,ARS,Villa Tulumaya,Mendoza
Volkswagen,Polo 5P,2024,15000,3499999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Chevrolet,Cruze,2017,165000,20500000.0,ARS,Ayacucho,Buenos Aires
Ford,Fiesta Kinetic,2015,174000,14200000.0,ARS,San Luis,San Luis
Ford,Mondeo,2019,134000,27500000.0,ARS,Córdoba,Córdoba
Peugeot,2008,2016,117000,15750000.0,ARS,Villa Carlos Paz,Córdoba
Volkswagen,up!,2015,93500,9200.0,USD,Flores,Ciudad Autónoma Buenos Aires
Volkswagen,Polo 5P,2024,22000,2499999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Volkswagen,Gol Trend,2020,82200,18725000.0,ARS,El Cazador,Buenos Aires (A.M.B.A.)
Volkswagen,Polo,2018,92000,19000000.0,ARS,Ingeniero Maschwitz,Buenos Aires (A.M.B.A.)
Volkswagen,up!,2019,92000,17500000.0,ARS,La Tablada,Buenos Aires (A.M.B.A.)
Renault,Kangoo,2020,110000,24900000.0,ARS,Mataderos,Ciudad Autónoma Buenos Aires
Nissan,Versa,2021,50000,18000.0,USD,Vaqueros,Salta
Citroën,Berlingo Furgón,2026,1000,38000000.0,ARS,Mataderos,Ciudad Autónoma Buenos Aires
Citroën,C3,2009,173000,9000000.0,ARS,Wilde,Buenos Aires (A.M.B.A.)
Mercedes,Clase C Sedán,2018,360000,21000.0,USD,General Villegas,Buenos Aires
Citroën,C4 Picasso,2018,264000,14400000.0,ARS,Rosario,Santa Fe
BMW,Serie 2 Coupé,2018,48000,48000.0,USD,Tigre,Buenos Aires (A.M.B.A.)
Toyota,Hilux,2022,131000,35800.0,USD,Lujan de Cuyo,Mendoza
Peugeot,206,2012,197705,7600000.0,ARS,Las Heras,Mendoza
Mercedes,Clase A Hatchback,2019,19000,33000.0,USD,Progreso,Santa Fe
Peugeot,208,2021,3800,22000000.0,ARS,Resistencia,Chaco
Peugeot,208,2023,50000,17000.0,USD,Villa Allende,Córdoba
Jeep,Renegade,2024,16000,33200000.0,ARS,Lujan de Cuyo,Mendoza
Renault,Logan,2019,48000,16000000.0,ARS,La Rioja,La Rioja
Renault,Clio Mío,2014,150000,11300000.0,ARS,General Pico,La Pampa
Citroën,C3,2017,70000,15000000.0,ARS,San Justo,Buenos Aires (A.M.B.A.)
Nissan,Kicks,2020,45000,20500.0,USD,Moron,Buenos Aires (A.M.B.A.)
Volkswagen,Amarok,2017,134000,31500000.0,ARS,Corrientes,Corrientes
Peugeot,308,2014,169000,13000000.0,ARS,Cosquín,Córdoba
Ford,Ka,2011,172000,8500000.0,ARS,Resistencia,Chaco
Chevrolet,Cruze,2013,143000,11900000.0,ARS,Villa Real,Ciudad Autónoma Buenos Aires
Chevrolet,Cruze,2018,128000,18500000.0,ARS,Ciudad Evita,Buenos Aires (A.M.B.A.)
Peugeot,208,2017,98000,16000000.0,ARS,Rosario,Santa Fe
Chevrolet,Tracker,2013,110000,10000.0,USD,Chacabuco,Buenos Aires
Peugeot,208,2022,29000,7000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Toyota,Hilux,2009,300000,18900.0,USD,Boedo,Ciudad Autónoma Buenos Aires
Citroën,C4 Lounge,2020,54000,14900.0,USD,Barracas,Ciudad Autónoma Buenos Aires
Peugeot,308,2014,109000,13500000.0,ARS,Palermo,Ciudad Autónoma Buenos Aires
Toyota,Hilux,2022,67000,24000.0,USD,El Chorrillo,San Luis
Ford,Focus,2017,52000,25300000.0,ARS,Belgrano,Ciudad Autónoma Buenos Aires
Ford,Mondeo,2020,103000,30000000.0,ARS,Rosario,Santa Fe
Ford,Territory,2022,40000,23500.0,USD,Barracas,Ciudad Autónoma Buenos Aires
Renault,Logan,2020,105000,16000000.0,ARS,Rio Grande,Tierra del Fuego
Toyota,Hilux,2015,193000,34000000.0,ARS,Villa Manzano,Río Negro
FIAT,Titano,2026,1,30000000.0,ARS,El Talar,Buenos Aires (A.M.B.A.)
Renault,Kwid,2019,30000,13600000.0,ARS,Adrogue,Buenos Aires (A.M.B.A.)
Chevrolet,Cruze 5,2020,66000,24000000.0,ARS,Guaymallén,Mendoza
Nissan,Kicks,2026,1,53110600.0,ARS,Posadas,Misiones
Volkswagen,Amarok,2015,123000,22500.0,USD,Villa Devoto,Ciudad Autónoma Buenos Aires
Chevrolet,Tracker,2024,112808,30000000.0,ARS,Córdoba,Córdoba
Ford,EcoSport,2021,71000,29000000.0,ARS,Neuquén,Neuquén
Volkswagen,Fox,2012,110000,12500000.0,ARS,San José,Mendoza
Chevrolet,Classic,2013,164000,4800.0,USD,Florida,Buenos Aires (A.M.B.A.)
Volkswagen,Taos,2022,88000,30900000.0,ARS,Yerba Buena - Marcos Paz,Tucumán
Nissan,Tiida,2011,78000,11000000.0,ARS,San Miguel de Tucumán,Tucumán
Jeep,Wrangler,2010,120000,45000000.0,ARS,Yerba Buena - Marcos Paz,Tucumán
FIAT,Punto,2015,148500,10000000.0,ARS,Garin,Buenos Aires (A.M.B.A.)
Peugeot,306 Sedán,1997,172000,4700000.0,ARS,Caseros,Buenos Aires (A.M.B.A.)
Peugeot,208,2021,25000,8000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Suran,2011,165000,11500000.0,ARS,Floresta,Ciudad Autónoma Buenos Aires
Ford,EcoSport,2005,250000,7700000.0,ARS,Martín Coronado,Buenos Aires
Ford,EcoSport,2016,130000,13000.0,USD,Glew,Buenos Aires (A.M.B.A.)
Jeep,Compass,2026,2100,43900000.0,ARS,Mendiolaza,Córdoba
Jeep,Renegade,2021,60000,28000000.0,ARS,Castelar,Buenos Aires (A.M.B.A.)
Audi,TT Coupé,2013,81000,37000000.0,ARS,Rosario,Santa Fe
Peugeot,208,2021,75000,14100.0,USD,City Bell,Buenos Aires
Honda,CR-V,2015,140000,24000000.0,ARS,Villa Lugano,Ciudad Autónoma Buenos Aires
Renault,Kangoo Express,2018,107000,18000000.0,ARS,Retiro,Ciudad Autónoma Buenos Aires
Renault,Clio,2004,165000,4000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Peugeot,308,2018,145000,16692000.0,ARS,El Cazador,Buenos Aires (A.M.B.A.)
Ford,F-100,2008,400000,22000.0,USD,Ayacucho,Buenos Aires
Ford,Focus One,2009,250000,6000000.0,ARS,Totoras,Santa Fe
Ford,Ka,2005,168000,6490000.0,ARS,San José,Mendoza
Toyota,Etios Sedán,2022,66900,20000000.0,ARS,Pilar,Buenos Aires (A.M.B.A.)
Peugeot,208,2021,38000,9000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Hyundai,Tucson,2009,208000,9000.0,USD,La Pala,Buenos Aires
Chevrolet,Spin,2016,163000,14000000.0,ARS,Florencio Varela,Buenos Aires (A.M.B.A.)
Renault,Sandero Stepway,2011,209400,11000000.0,ARS,Córdoba,Córdoba
Ford,Ka,2009,167669,7500000.0,ARS,La Plata,Buenos Aires
Chevrolet,Tracker,2018,140000,9100000.0,ARS,Martinez,Buenos Aires (A.M.B.A.)
Toyota,Corolla,2012,195000,13000000.0,ARS,San Francisco,Córdoba
Honda,Fit,2013,213000,8000.0,USD,Resistencia,Chaco
Ford,Ka,2018,87534,16500000.0,ARS,La Plata,Buenos Aires
Toyota,Etios Hatchback,2014,180,9000.0,USD,Resistencia,Chaco
Toyota,Corolla Hybrid,2024,13000,43000000.0,ARS,San Guillermo,Santa Fe
Peugeot,208,2023,25800,21300000.0,ARS,Lanus,Buenos Aires (A.M.B.A.)
Peugeot,207 Compact,2010,140000,10000000.0,ARS,Martinez,Buenos Aires (A.M.B.A.)
FIAT,500,2012,85300,14500.0,USD,Villa Carlos Paz,Córdoba
Chevrolet,Meriva,2007,208163,8500000.0,ARS,San Cristóbal,Ciudad Autónoma Buenos Aires
Honda,Civic,2018,135000,29500000.0,ARS,Palermo,Ciudad Autónoma Buenos Aires
Ford,Fiesta Kinetic,2016,111000,17000000.0,ARS,San Luis,San Luis
Ford,Ranger,2023,13000,53500000.0,ARS,Mar del Plata,Buenos Aires
Hyundai,H1,2009,285000,26000000.0,ARS,Lujan de Cuyo,Mendoza
Renault,Kangoo,2012,118000,14500000.0,ARS,Almagro,Ciudad Autónoma Buenos Aires
Volkswagen,Virtus,2024,12000,32000000.0,ARS,Almagro,Ciudad Autónoma Buenos Aires
Peugeot,208,2019,52996,10000000.0,ARS,San Isidro,Buenos Aires (A.M.B.A.)
Volkswagen,Bora,2011,117000,7500.0,USD,Almagro,Ciudad Autónoma Buenos Aires
Ford,EcoSport,2014,126000,15000000.0,ARS,El Pensamiento,Buenos Aires
Volkswagen,Fox,2012,108000,9500.0,USD,La Plata,Buenos Aires
Ford,Territory,2025,26500,44000000.0,ARS,La Rioja,La Rioja
Peugeot,208,2022,29000,10000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Gol Trend,2011,134000,10800000.0,ARS,Mendoza,Mendoza
FIAT,Mobi,2022,35000,12000000.0,ARS,Lanus,Buenos Aires (A.M.B.A.)
Chevrolet,Cruze,2022,43000,21500.0,USD,Zárate,Buenos Aires
Chevrolet,Prisma,2019,108000,19000000.0,ARS,Córdoba,Córdoba
Volkswagen,Taos,2022,37000,29000.0,USD,Boulogne Sur Mer,Buenos Aires (A.M.B.A.)
Ford,Fiesta Kinetic,2018,122000,13800000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
FIAT,Siena,2016,142700,12999999.0,ARS,Córdoba,Córdoba
MINI,Cooper,2016,84000,20500.0,USD,Rosario,Santa Fe
Audi,A3 Sportback,2012,103000,16500.0,USD,La Plata,Buenos Aires
Ford,Focus,2017,95000,20000000.0,ARS,Corrientes,Corrientes
BAIC,X55 II,2024,54000,30000.0,USD,Lujan de Cuyo,Mendoza
Volkswagen,Voyage,2015,157000,14000000.0,ARS,Cipolletti,Río Negro
Honda,Fit,2008,304000,6800.0,USD,La Plata,Buenos Aires
Honda,Civic,2009,124000,11900.0,USD,Munro,Buenos Aires (A.M.B.A.)
Ford,EcoSport,2016,140000,16000000.0,ARS,Castelar,Buenos Aires (A.M.B.A.)
Chevrolet,S 10,2020,119682,33853000.0,ARS,Córdoba,Córdoba
Peugeot,2008,2022,29000,12000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Peugeot,208,2019,53000,8500000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Suran,2013,124500,12600000.0,ARS,Banfield,Buenos Aires (A.M.B.A.)
Peugeot,2008,2021,38000,15000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Peugeot,Partner Patagónica,2019,120000,20500000.0,ARS,Funes,Santa Fe
Volkswagen,Vento,2019,60000,15000.0,USD,Villa Lugano,Ciudad Autónoma Buenos Aires
Chevrolet,Agile,2017,57000,14500000.0,ARS,Chacarita,Ciudad Autónoma Buenos Aires
Toyota,Etios Sedán,2017,88763,17000000.0,ARS,San Luis,San Luis
FIAT,Cronos,2021,97000,18000000.0,ARS,Córdoba,Córdoba
Hyundai,Santa Fe,2011,199000,18000000.0,ARS,Ayacucho,Buenos Aires
Chery,Tiggo 5,2017,95000,18500000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Renault,Kwid,2018,49700,9500.0,USD,Ciudadela,Buenos Aires (A.M.B.A.)
Renault,Clio Mío,2016,96700,11800000.0,ARS,Mendoza,Mendoza
Ford,Fiesta Kinetic,2018,127000,18000000.0,ARS,San Miguel de Tucumán,Tucumán
Honda,City,2014,126000,16000000.0,ARS,Córdoba,Córdoba
Chevrolet,Spin,2020,134904,20855000.0,ARS,Córdoba,Córdoba
Chevrolet,Corsa Classic,2010,150000,7500000.0,ARS,Martinez,Buenos Aires (A.M.B.A.)
Peugeot,Expert,2022,45000,18000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Peugeot,Partner Patagónica,2018,78001,12900.0,USD,Flores,Ciudad Autónoma Buenos Aires
Volkswagen,Suran,2017,78000,15900000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Nissan,Versa,2022,65000,24000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Peugeot,208,2022,54000,23500000.0,ARS,Paternal,Ciudad Autónoma Buenos Aires
Renault,Kangoo Express,2012,120300,9000000.0,ARS,Córdoba,Córdoba
Honda,HR-V,2016,134000,18000.0,USD,San Martin,Buenos Aires (A.M.B.A.)
Chevrolet,Spin,2019,115430,18333000.0,ARS,Córdoba,Córdoba
Volkswagen,Vento GLI,2024,27266,50000000.0,ARS,Lanus,Buenos Aires (A.M.B.A.)
FIAT,Punto,2014,127000,12500000.0,ARS,Godoy Cruz,Mendoza
Renault,Clio Mío,2012,46800,12900.0,USD,Casilda,Santa Fe
Chevrolet,Trailblazer,2020,79500,26500.0,USD,Rosario,Santa Fe
Renault,Fluence,2012,180000,11500000.0,ARS,Ayacucho,Buenos Aires
FIAT,Mobi,2020,29800,18500000.0,ARS,La Plata,Buenos Aires
Ford,Ranger,2023,24500,57000000.0,ARS,San Martin,Buenos Aires (A.M.B.A.)
Ford,EcoSport,2017,86207,15000.0,USD,Escobar,Buenos Aires (A.M.B.A.)
Lifan,MyWay,2017,81050,13000.0,USD,Lomas De Zamora,Buenos Aires (A.M.B.A.)
Toyota,RAV4,2008,253000,14800.0,USD,Necochea,Buenos Aires
Citroën,C3,2024,17000,26000000.0,ARS,Mar del Plata,Buenos Aires
Volkswagen,New Beetle,2010,118000,11500.0,USD,Necochea,Buenos Aires
Toyota,Corolla Cross,2022,21000,30900.0,USD,Palermo,Ciudad Autónoma Buenos Aires
Toyota,Etios Hatchback,2023,53000,24800000.0,ARS,Luis Guillón,Buenos Aires (A.M.B.A.)
Chevrolet,Aveo,2012,92500,12000000.0,ARS,José C. Paz,Buenos Aires (A.M.B.A.)
Jeep,Cherokee,2007,300000,14000000.0,ARS,Córdoba,Córdoba
Chevrolet,Agile,2016,109000,8000.0,USD,Los Polvorines,Buenos Aires (A.M.B.A.)
Ford,Mondeo,2020,71000,31500000.0,ARS,Rosario,Santa Fe
Volkswagen,Gol Trend,2020,29000,19000000.0,ARS,General Guemes,Salta
Peugeot,308,2013,84000,10000.0,USD,Mataderos,Ciudad Autónoma Buenos Aires
Chevrolet,Celta,2013,112600,9000000.0,ARS,Don Torcuato,Buenos Aires (A.M.B.A.)
Peugeot,3008 SUV,2020,42000,26900000.0,ARS,Rosario,Santa Fe
Toyota,Hilux,2016,121790,35000000.0,ARS,Escobar,Buenos Aires (A.M.B.A.)
Renault,Clio Mío,2016,88400,12000000.0,ARS,Córdoba,Córdoba
Renault,Fluence,2017,85000,14000.0,USD,Avellaneda,Buenos Aires (A.M.B.A.)
Chevrolet,Onix,2022,70821,20855000.0,ARS,Córdoba,Córdoba
Chevrolet,Cruze,2018,140000,22000000.0,ARS,Salta,Salta
Chevrolet,Cruze,2022,36500,30250000.0,ARS,Palermo,Ciudad Autónoma Buenos Aires
Nissan,Note,2019,60000,19000000.0,ARS,San Francisco,Córdoba
Honda,HR-V,2021,82500,32600000.0,ARS,Russell,Mendoza
Ford,Ranger,2017,175000,22000.0,USD,Don Torcuato,Buenos Aires (A.M.B.A.)
